Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Future Equivalent Open Interest, Limit for Next Day
23-MAR-2026,INE114A01011,STEEL AUTHORITY OF INDIA,SAIL,216861410,233895500,191013990.421019,No Fresh Positions
23-MAR-2026,INE148I01020,SAMMAAN CAPITAL LIMITED,SAMMAANCAP,122326971,137139900,104544047.159359,No Fresh Positions
23-MAR-2026,INE466L01038,360 ONE WAM LIMITED,360ONE,36943219,5013000,2707075.06273,32388982
23-MAR-2026,INE117A01022,ABB INDIA LIMITED,ABB,7946564,4833000,2135892.021815,5413343
23-MAR-2026,INE674K01013,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,122657000,86248200,48390691.117921,68133458
23-MAR-2026,INE931S01010,ADANI ENERGY SOLUTION LTD,ADANIENSOL,43791427,26768475,19911169.01011675,21690686
23-MAR-2026,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,49117354,34227621,16596781.75749607,30064704
23-MAR-2026,INE364U01010,ADANI GREEN ENERGY LTD,ADANIGREEN,92816927,40810200,23629850.189458,64546230
23-MAR-2026,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,84394936,37887900,20916667.61615075,59258521
23-MAR-2026,INE540L01014,ALKEM LABORATORIES LTD.,ALKEM,7334235,1662125,1186871.82817375,5780651
23-MAR-2026,INE371P01015,AMBER ENTERPRISES (I) LTD,AMBER,3257355,3080800,1161903.48778,1932583
23-MAR-2026,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,79841849,90260100,60536411.820762,15313344
23-MAR-2026,INE732I01021,ANGEL ONE LIMITED,ANGELONE,96733080,77170000,30937599.435775,60958826
23-MAR-2026,INE702C01027,APL APOLLO TUBES LTD,APLAPOLLO,23068453,8172850,4903172.546347,17011857
23-MAR-2026,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,15524629,4819500,2554217.17941375,12194180
