Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Limit for Next Day
18-MAR-2024,INE647O01011,ADITYA BIRLA FASHION & RT,ABFRL,83625756,67082600,No Fresh Positions
18-MAR-2024,INE119A01028,BALRAMPUR CHINI MILLS LTD,BALRAMCHIN,23040698,25524800,No Fresh Positions
18-MAR-2024,INE257A01026,BHEL,BHEL,256482590,217911750,No Fresh Positions
18-MAR-2024,INE376G01013,BIOCON LIMITED.,BIOCON,93713228,91137500,No Fresh Positions
18-MAR-2024,INE531E01026,HINDUSTAN COPPER LTD,HINDCOPPER,65482129,59651500,No Fresh Positions
18-MAR-2024,INE522D01027,MANAPPURAM FINANCE LTD,MANAPPURAM,109696743,87870000,No Fresh Positions
18-MAR-2024,INE139A01034,NATIONAL ALUMINIUM CO LTD,NATIONALUM,178967755,145897500,No Fresh Positions
18-MAR-2024,INE140A01024,PIRAMAL ENTERPRISES LTD,PEL,23952122,21071250,No Fresh Positions
18-MAR-2024,INE976G01028,RBL BANK LIMITED,RBLBANK,120524452,105160000,No Fresh Positions
18-MAR-2024,INE114A01011,STEEL AUTHORITY OF INDIA,SAIL,289139949,242064000,No Fresh Positions
18-MAR-2024,INE092A01019,TATA CHEMICALS LTD,TATACHEM,31601465,25618450,No Fresh Positions
18-MAR-2024,INE256A01028,ZEE ENTERTAINMENT ENT LTD,ZEEL,184440627,154833000,No Fresh Positions
18-MAR-2024,INE769A01020,AARTI INDUSTRIES LTD,AARTIIND,40929582,22655000,16228102
18-MAR-2024,INE117A01022,ABB INDIA LIMITED,ABB,10595418,2507625,7558022
18-MAR-2024,INE358A01014,ABBOTT INDIA LIMITED,ABBOTINDIA,1063050,240000,769897
18-MAR-2024,INE674K01013,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,161301726,123087600,30149039
18-MAR-2024,INE012A01025,ACC LIMITED,ACC,16266067,9248700,6204063
18-MAR-2024,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,62450033,37125900,22201631
18-MAR-2024,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,147352572,80761600,59223343
18-MAR-2024,INE540L01014,ALKEM LABORATORIES LTD.,ALKEM,10343828,1403400,8423236
18-MAR-2024,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,146089317,78060600,60724251
18-MAR-2024,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,20321409,4846125,14459213
18-MAR-2024,INE438A01022,APOLLO TYRES LTD,APOLLOTYRE,79587108,36550000,39057752
18-MAR-2024,INE208A01029,ASHOK LEYLAND LTD,ASHOKLEY,282359403,224735000,43506432
18-MAR-2024,INE021A01026,ASIAN PAINTS LIMITED,ASIANPAINT,90811403,15891800,70379032
18-MAR-2024,INE006I01046,ASTRAL LIMITED,ASTRAL,24659168,5562252,17863957
18-MAR-2024,INE100A01010,ATUL LTD,ATUL,3241612,515625,2563906
18-MAR-2024,INE949L01017,AU SMALL FINANCE BANK LTD,AUBANK,99695207,35947000,58763446
18-MAR-2024,INE406A01037,AUROBINDO PHARMA LTD,AUROPHARMA,56444627,31419300,22203095
