Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Limit for Next Day
06-JAN-2025,INE531E01026,HINDUSTAN COPPER LTD,HINDCOPPER,65482129,64919700,No Fresh Positions
06-JAN-2025,INE522D01027,MANAPPURAM FINANCE LTD,MANAPPURAM,109616743,104304000,No Fresh Positions
06-JAN-2025,INE976G01028,RBL BANK LIMITED,RBLBANK,121536448,118880000,No Fresh Positions
06-JAN-2025,INE769A01020,AARTI INDUSTRIES LTD,AARTIIND,41610105,30410000,9119599
06-JAN-2025,INE117A01022,ABB INDIA LIMITED,ABB,10595418,3527375,6538272
06-JAN-2025,INE358A01014,ABBOTT INDIA LIMITED,ABBOTINDIA,1063050,118060,891837
06-JAN-2025,INE674K01013,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,162060517,94975200,58982291
06-JAN-2025,INE647O01011,ADITYA BIRLA FASHION & RT,ABFRL,94669741,75652200,14284053
06-JAN-2025,INE012A01025,ACC LIMITED,ACC,16266067,8028900,7423863
06-JAN-2025,INE931S01010,ADANI ENERGY SOLUTION LTD,ADANIENSOL,72215231,10511875,58092594
06-JAN-2025,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,57246033,35333700,19050031
06-JAN-2025,INE364U01010,ADANI GREEN ENERGY LTD,ADANIGREEN,123755903,15784500,101783607
06-JAN-2025,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,147352572,44139600,95845343
06-JAN-2025,INE540L01014,ALKEM LABORATORIES LTD.,ALKEM,10602135,1652800,8419228
06-JAN-2025,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,159680517,50339700,101356791
06-JAN-2025,INE732I01013,ANGEL ONE LIMITED,ANGELONE,11609893,6219600,4809798
06-JAN-2025,INE702C01027,APL APOLLO TUBES LTD,APLAPOLLO,39785217,7113050,30682906
06-JAN-2025,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,20321409,3513250,15792088
06-JAN-2025,INE438A01022,APOLLO TYRES LTD,APOLLOTYRE,79567108,26780100,48808652
06-JAN-2025,INE208A01029,ASHOK LEYLAND LTD,ASHOKLEY,282419403,104275000,164023432
06-JAN-2025,INE021A01026,ASIAN PAINTS LIMITED,ASIANPAINT,90783403,23894400,62349832
06-JAN-2025,INE006I01046,ASTRAL LIMITED,ASTRAL,24659168,9468967,13957242
06-JAN-2025,INE399L01023,ADANI TOTAL GAS LIMITED,ATGL,55429320,6716150,45941704
06-JAN-2025,INE100A01010,ATUL LTD,ATUL,3228447,804700,2262324
06-JAN-2025,INE949L01017,AU SMALL FINANCE BANK LTD,AUBANK,114647775,43755000,65160386
06-JAN-2025,INE406A01037,AUROBINDO PHARMA LTD,AUROPHARMA,55970580,19967200,33204851
06-JAN-2025,INE238A01034,AXIS BANK LIMITED,AXISBANK,541570224,105154375,409337337
06-JAN-2025,INE917I01010,BAJAJ AUTO LIMITED,BAJAJ-AUTO,25109848,5992050,17862305
06-JAN-2025,INE918I01026,BAJAJ FINSERV LTD.,BAJAJFINSV,125248628,29338500,89647696
06-JAN-2025,INE296A01024,BAJAJ FINANCE LIMITED,BAJFINANCE,56018455,17258375,35959157
06-JAN-2025,INE787D01026,BALKRISHNA IND. LTD,BALKRISIND,16125398,2820600,12498528
06-JAN-2025,INE545U01014,BANDHAN BANK LIMITED,BANDHANBNK,193371053,177760800,5941700
06-JAN-2025,INE028A01039,BANK OF BARODA,BANKBARODA,372635498,290212650,63791073
06-JAN-2025,INE084A01016,BANK OF INDIA,BANKINDIA,242361229,64674300,165568867
06-JAN-2025,INE176A01028,BATA INDIA LTD,BATAINDIA,12812405,6082500,6089284
06-JAN-2025,INE263A01024,BHARAT ELECTRONICS LTD,BEL,714371379,194686350,483966460
06-JAN-2025,INE463A01038,BERGER PAINTS (I) LTD,BERGEPAINT,58313322,15627480,39770175
06-JAN-2025,INE465A01025,BHARAT FORGE LTD,BHARATFORG,50979391,16766500,31663921
06-JAN-2025,INE397D01024,BHARTI AIRTEL LIMITED,BHARTIARTL,569553372,60913525,480162178
06-JAN-2025,INE257A01026,BHEL,BHEL,256482590,150753750,92904710
06-JAN-2025,INE376G01013,BIOCON LIMITED.,BIOCON,93926056,51540000,37689753
06-JAN-2025,INE323A01026,BOSCH LIMITED,BOSCHLTD,1737683,364875,1285923
