Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Future Equivalent Open Interest, Limit for Next Day
21-APR-2026,INE114A01011,STEEL AUTHORITY OF INDIA,SAIL,216861410,215048500,198177156.285509,No Fresh Positions
21-APR-2026,INE466L01038,360 ONE WAM LIMITED,360ONE,37756901,13290000,5558196.69807,30310859
21-APR-2026,INE117A01022,ABB INDIA LIMITED,ABB,7946564,5166750,2409401.54528875,5139834
21-APR-2026,INE674K01013,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,123369777,64622600,41706931.278429,75494356
21-APR-2026,INE931S01010,ADANI ENERGY SOLUTION LTD,ADANIENSOL,35196587,29398275,21983349.699444,11453407
21-APR-2026,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,33645895,32647395,17342967.29301876,14620632
21-APR-2026,INE364U01010,ADANI GREEN ENERGY LTD,ADANIGREEN,64724093,37911000,22116071.583258,39371816
21-APR-2026,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,88142691,38748600,20016617.8140435,63718938
21-APR-2026,INE814H01029,ADANI POWER LTD,ADANIPOWER,482906787,152887850,89682309.1434665,369079138
21-APR-2026,INE540L01014,ALKEM LABORATORIES LTD.,ALKEM,5873365,1764500,1137027.87695925,4442668
21-APR-2026,INE371P01015,AMBER ENTERPRISES (I) LTD,AMBER,3260820,3121200,1352671.239815,1745107
21-APR-2026,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,97233107,79918650,59738032.7137965,32633418
21-APR-2026,INE732I01021,ANGEL ONE LIMITED,ANGELONE,96940911,95935000,28456001.49645,63637863
21-APR-2026,INE702C01027,APL APOLLO TUBES LTD,APLAPOLLO,29871221,6975500,4707597.8384895,23670062
21-APR-2026,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,15524629,4051375,2351594.6022675,12396802
21-APR-2026,INE208A01029,ASHOK LEYLAND LTD,ASHOKLEY,423779104,295640000,125017222.9836,277572925
21-APR-2026,INE021A01026,ASIAN PAINTS LIMITED,ASIANPAINT,62818628,25632750,14951206.0028875,44726490
21-APR-2026,INE006I01046,ASTRAL LIMITED,ASTRAL,17577908,20926150,10301554.0283155,6397458
21-APR-2026,INE949L01017,AU SMALL FINANCE BANK LTD,AUBANK,86532345,41120000,25424054.89311,56781672
21-APR-2026,INE406A01037,AUROBINDO PHARMA LTD,AUROPHARMA,41977935,28589550,21089449.6683945,18789588
21-APR-2026,INE238A01034,AXIS BANK LIMITED,AXISBANK,331596880,95302500,64059113.24816875,250957922
21-APR-2026,INE917I01010,BAJAJ AUTO LIMITED,BAJAJ-AUTO,12553818,5407650,2848481.26623725,9077645
21-APR-2026,INE918I01026,BAJAJ FINSERV LTD.,BAJAJFINSV,65784745,18156250,11382062.20237,51113445
21-APR-2026,INE118A01012,BAJAJ HOLDINGS & INVS LTD,BAJAJHLDNG,5401993,420950,284420.679816,4847472
21-APR-2026,INE296A01032,BAJAJ FINANCE LIMITED,BAJFINANCE,387962395,109867500,73889032.828095,294675242
21-APR-2026,INE545U01014,BANDHAN BANK LIMITED,BANDHANBNK,145616308,134852400,88615751.52762,49719741
21-APR-2026,INE028A01039,BANK OF BARODA,BANKBARODA,279476623,190397025,98645720.7606955,166857071
