Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Limit for Next Day
21-JUN-2024,INE119A01028,BALRAMPUR CHINI MILLS LTD,BALRAMCHIN,23040698,18838400,No Fresh Positions
21-JUN-2024,INE085A01013,CHAMBAL FERTILIZERS LTD,CHAMBLFERT,31488204,33447600,No Fresh Positions
21-JUN-2024,INE113A01013,GUJ NAR VAL FER & CHEM L,GNFC,17249403,20536100,No Fresh Positions
21-JUN-2024,INE101D01020,GRANULES INDIA LIMITED,GRANULES,28133038,27596000,No Fresh Positions
21-JUN-2024,INE066F01020,HINDUSTAN AERONAUTICS LTD,HAL,37934515,31079400,No Fresh Positions
21-JUN-2024,INE531E01026,HINDUSTAN COPPER LTD,HINDCOPPER,65482129,55440650,No Fresh Positions
21-JUN-2024,INE121J01017,INDUS TOWERS LIMITED,INDUSTOWER,166908773,281350000,No Fresh Positions
21-JUN-2024,INE140A01024,PIRAMAL ENTERPRISES LTD,PEL,23955401,21471750,No Fresh Positions
21-JUN-2024,INE769A01020,AARTI INDUSTRIES LTD,AARTIIND,41012842,20981000,17981199
21-JUN-2024,INE117A01022,ABB INDIA LIMITED,ABB,10595418,4183250,5882397
21-JUN-2024,INE358A01014,ABBOTT INDIA LIMITED,ABBOTINDIA,1063050,202140,807757
21-JUN-2024,INE674K01013,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,161393400,142851600,10472130
21-JUN-2024,INE647O01011,ADITYA BIRLA FASHION & RT,ABFRL,83638248,72537400,6918935
21-JUN-2024,INE012A01025,ACC LIMITED,ACC,16266067,8283600,7169163
21-JUN-2024,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,62450033,39576300,19751231
21-JUN-2024,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,147352572,72599600,67385343
21-JUN-2024,INE540L01014,ALKEM LABORATORIES LTD.,ALKEM,10343828,1865800,7960836
21-JUN-2024,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,146089317,66727800,72057051
21-JUN-2024,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,20321409,3871000,15434338
21-JUN-2024,INE438A01022,APOLLO TYRES LTD,APOLLOTYRE,79567108,35494300,40094452
21-JUN-2024,INE208A01029,ASHOK LEYLAND LTD,ASHOKLEY,282399403,179705000,88574432
21-JUN-2024,INE021A01026,ASIAN PAINTS LIMITED,ASIANPAINT,90811403,20693200,65577632
21-JUN-2024,INE006I01046,ASTRAL LIMITED,ASTRAL,24659168,4743475,18682734
21-JUN-2024,INE100A01010,ATUL LTD,ATUL,3228695,913150,2154110
21-JUN-2024,INE949L01017,AU SMALL FINANCE BANK LTD,AUBANK,114477878,45488000,63265984
21-JUN-2024,INE406A01037,AUROBINDO PHARMA LTD,AUROPHARMA,56444627,19225250,34397145
21-JUN-2024,INE238A01034,AXIS BANK LIMITED,AXISBANK,546857493,71803750,447710868
21-JUN-2024,INE917I01010,BAJAJ AUTO LIMITED,BAJAJ-AUTO,25094277,4053200,19786363
