Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Future Equivalent Open Interest, Limit for Next Day
03-AUG-2026,INE466L01038,360 ONE WAM LIMITED,360ONE,51083894,6162500,4222651.316255,44307047
03-AUG-2026,INE117A01022,ABB INDIA LIMITED,ABB,7946564,4710250,2350850.4219675,5198385
03-AUG-2026,INE674K01013,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,123720921,72298200,39860513.985186,77674360
03-AUG-2026,INE931S01010,ADANI ENERGY SOLUTION LTD,ADANIENSOL,49139888,25791750,19792827.95291125,26890065
03-AUG-2026,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,49118842,23580099,16865310.72047305,29797589
03-AUG-2026,INE364U01010,ADANI GREEN ENERGY LTD,ADANIGREEN,92816927,39722400,27077947.807886,61098132
03-AUG-2026,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,110514429,44063375,25501413.66707525,79487293
03-AUG-2026,INE814H01029,ADANI POWER LTD,ADANIPOWER,724360180,226433200,166946331.005038,521195839
03-AUG-2026,INE540L01014,ALKEM LABORATORIES LTD.,ALKEM,7243069,2117125,1467615.01079,5413300
03-AUG-2026,INE371P01015,AMBER ENTERPRISES (I) LTD,AMBER,3263764,2886700,1329221.537718,1771354
03-AUG-2026,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,121709478,103077600,83062242.15856,32561761
03-AUG-2026,INE732I01021,ANGEL ONE LIMITED,ANGELONE,97286577,57690000,30044645.886275,62377602
03-AUG-2026,INE702C01027,APL APOLLO TUBES LTD,APLAPOLLO,29883578,10034500,6518878.776837,21870520
03-AUG-2026,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,15524629,3707000,2395747.40211125,12352650
03-AUG-2026,INE208A01029,ASHOK LEYLAND LTD,ASHOKLEY,423779104,258010000,155886596.0968,246703552
03-AUG-2026,INE021A01026,ASIAN PAINTS LIMITED,ASIANPAINT,45385909,17305000,9763045.0278975,33353568
03-AUG-2026,INE006I01046,ASTRAL LIMITED,ASTRAL,18447449,10095025,7256344.916868,10268731
03-AUG-2026,INE949L01017,AU SMALL FINANCE BANK LTD,AUBANK,78124588,31608000,25295400.73088,48922957
03-AUG-2026,INE406A01037,AUROBINDO PHARMA LTD,AUROPHARMA,41977935,15078250,10472318.440869,29406719
03-AUG-2026,INE238A01034,AXIS BANK LIMITED,AXISBANK,306812193,121450625,90719764.03875,200751819
03-AUG-2026,INE917I01010,BAJAJ AUTO LIMITED,BAJAJ-AUTO,12912877,4707000,2207716.00373175,10059517
03-AUG-2026,INE918I01026,BAJAJ FINSERV LTD.,BAJAJFINSV,65885861,21154200,11091902.33173,51499665
03-AUG-2026,INE118A01012,BAJAJ HOLDINGS & INVS LTD,BAJAJHLDNG,5401993,505800,365590.74872425,4766302
03-AUG-2026,INE296A01032,BAJAJ FINANCE LIMITED,BAJFINANCE,368171395,113888250,73039891.6975525,276722933
03-AUG-2026,INE545U01014,BANDHAN BANK LIMITED,BANDHANBNK,147442270,229114800,137913954.651772,2156201
03-AUG-2026,INE028A01039,BANK OF BARODA,BANKBARODA,279476623,215911800,139133628.501841,126369163
03-AUG-2026,INE084A01016,BANK OF INDIA,BANKINDIA,181770921,165958000,100427202.972872,72255171
03-AUG-2026,INE171Z01026,BHARAT DYNAMICS LIMITED,BDL,13786716,11948025,7148310.37512325,5949069
03-AUG-2026,INE263A01024,BHARAT ELECTRONICS LTD,BEL,465894408,218998275,128422951.9429735,314176735
03-AUG-2026,INE465A01025,BHARAT FORGE LTD,BHARATFORG,40107751,11602000,8073871.094765,30028492
03-AUG-2026,INE397D01024,BHARTI AIRTEL LIMITED,BHARTIARTL,421856445,70786875,57460671.0215475,343302951
03-AUG-2026,INE257A01026,BHEL,BHEL,218493415,131328750,87713795.77837375,119854948
03-AUG-2026,INE376G01013,BIOCON LIMITED.,BIOCON,108030546,75887500,51172685.538525,51456333
03-AUG-2026,INE472A01039,BLUE STAR LIMITED,BLUESTARCO,19585168,3954600,3165032.964731,15440876
03-AUG-2026,INE323A01026,BOSCH LIMITED,BOSCHLTD,1005850,355500,212978.333378,742579
03-AUG-2026,INE029A01011,BHARAT PETROLEUM CORP  LT,BPCL,306020745,59295425,43959962.9687315,246759744
03-AUG-2026,INE216A01030,BRITANNIA INDUSTRIES LTD,BRITANNIA,17867310,3121500,2022704.7605325,14951239
03-AUG-2026,INE118H01025,BSE LIMITED,BSE,61182611,17951200,9264809.007608,48858671
03-AUG-2026,INE596I01020,COMPUTER AGE MNGT SER LTD,CAMS,37197674,14051400,8137133.05943875,27200657
03-AUG-2026,INE476A01022,CANARA BANK,CANBK,504315430,549389250,408845422.47288,70254236
03-AUG-2026,INE736A01011,CENTRAL DEPO SER (I) LTD,CDSL,26647500,22991900,11549384.93727075,13765740
03-AUG-2026,INE067A01029,CG POWER AND IND SOL LTD,CGPOWER,101855520,36753150,22691964.164313,74070779
03-AUG-2026,INE121A01024,CHOLAMANDALAM IN & FIN CO,CHOLAFIN,64859568,22533750,16635362.77746875,44981226
03-AUG-2026,INE059A01026,CIPLA LTD,CIPLA,70510364,18221025,11497893.02742725,55486952
03-AUG-2026,INE522F01014,COAL INDIA LTD,COALINDIA,340798858,136579500,82407611.277807,241351303
03-AUG-2026,INE704P01025,COCHIN SHIPYARD LIMITED,COCHINSHIP,12661431,8640000,5649497.307232,6378862
03-AUG-2026,INE591G01025,COFORGE LIMITED,COFORGE,52331255,26976200,14973579.1476235,34741113
03-AUG-2026,INE259A01022,COLGATE PALMOLIVE LTD.,COLPAL,14245222,9064550,5226318.902065,8306641
03-AUG-2026,INE111A01025,CONTAINER CORP OF IND LTD,CONCOR,51639257,31083750,22817769.6843375,26239524
03-AUG-2026,INE299U01018,CROMPT GREA CON ELEC LTD,CROMPTON,96587231,80124050,60525716.318661,31232153
03-AUG-2026,INE298A01020,CUMMINS INDIA LTD,CUMMINSIND,20374200,5614800,4344550.62074,15010939
03-AUG-2026,INE016A01026,DABUR INDIA LTD,DABUR,82677434,56380000,32538633.1751875,46004929
03-AUG-2026,INE00R701025,DALMIA BHARAT LIMITED,DALBHARAT,12425160,4714450,3785006.16451175,8018895
03-AUG-2026,INE148O01028,DELHIVERY LIMITED,DELHIVERY,112291216,52727825,30264473.244783,76412181
03-AUG-2026,INE361B01024,DIVI S LABORATORIES LTD,DIVISLAB,13600537,7567600,4450900.184855,8469609
03-AUG-2026,INE935N01020,DIXON TECHNO (INDIA) LTD,DIXON,6504348,5988400,2961874.021709,3217256
03-AUG-2026,INE271C01023,DLF LIMITED,DLF,96251298,64830850,48022851.635434,43415881
03-AUG-2026,INE192R01011,AVENUE SUPERMARTS LIMITED,DMART,22726551,8056500,5159195.627258,16431027
03-AUG-2026,INE089A01031,DR. REDDY S LABORATORIES,DRREDDY,87080351,30885000,14200848.2991875,68525485
03-AUG-2026,INE066A01021,EICHER MOTORS LTD,EICHERMOT,19219348,7867200,4599960.60379,13658419
03-AUG-2026,INE758T01015,ETERNAL LIMITED,ETERNAL,1379083826,256800225,169426914.62952,1140702720
03-AUG-2026,INE171A01029,FEDERAL BANK LTD,FEDERALBNK,365889239,123955000,95764117.7628,251830659
03-AUG-2026,INE451A01017,FORCE MOTORS LIMITED,FORCEMOT,736885,489300,261507.5576955,438533
03-AUG-2026,INE061F01013,FORTIS HEALTHCARE LTD,FORTIS,51966225,16557100,12759758.972213,36608154
03-AUG-2026,INE129A01019,GAIL (INDIA) LTD,GAIL,448489660,225613150,108575873.4554975,317489303
03-AUG-2026,INE935A01035,GLENMARK PHARMACEUTICALS,GLENMARK,22582219,15409875,12094319.115525,9358788
03-AUG-2026,INE776C01039,GMR AIRPORTS LIMITED,GMRAIRPORT,533339406,202791150,136370077.552188,370302358
03-AUG-2026,INE260B01028,GODFREY PHILLIPS INDIA LT,GODFRYPHLP,6348046,3952025,1895595.02226425,4135048
03-AUG-2026,INE102D01028,GODREJ CONSUMER PRODUCTS,GODREJCP,72056552,13115000,11125786.32189,57327938
03-AUG-2026,INE484J01027,GODREJ PROPERTIES LTD,GODREJPROP,21839065,11211200,7894025.63426325,12853086
03-AUG-2026,INE047A01021,GRASIM INDUSTRIES LTD,GRASIM,38058064,13734750,12314808.9450325,23840351
03-AUG-2026,INE200A01026,GE VERNOVA T&D INDIA LTD,GVT&D,18819420,4323875,2889942.7607675,14988506
03-AUG-2026,INE066F01020,HINDUSTAN AERONAUTICS LTD,HAL,28450886,9150000,5678654.878573,21349686
03-AUG-2026,INE176B01034,HAVELLS INDIA LIMITED,HAVELLS,38163575,12802000,9437815.86654,26817580
03-AUG-2026,INE860A01027,HCL TECHNOLOGIES LTD,HCLTECH,158152529,39100000,28456409.680516,121788492
03-AUG-2026,INE127D01025,HDFC AMC LIMITED,HDFCAMC,30606078,9627300,6580892.50919,22494881
03-AUG-2026,INE040A01034,HDFC BANK LTD,HDFCBANK,1783013543,506735450,350864127.1159065,1342998738
03-AUG-2026,INE795G01014,HDFC LIFE INS CO LTD,HDFCLIFE,161090614,86110200,55923021.046661,97113062
03-AUG-2026,INE158A01026,HERO MOTOCORP LIMITED,HEROMOTOCO,19590239,7666350,4847392.717673,13763334
03-AUG-2026,INE038A01020,HINDALCO  INDUSTRIES  LTD,HINDALCO,218653306,77278600,58153316.725161,149567323
03-AUG-2026,INE094A01015,HINDUSTAN PETROLEUM CORP,HINDPETRO,143933168,65036925,45908751.3233405,90827758
