Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Limit for Next Day
19-JAN-2024,INE647O01011,ADITYA BIRLA FASHION & RT,ABFRL,83620831,69253600,No Fresh Positions
19-JAN-2024,INE119A01028,BALRAMPUR CHINI MILLS LTD,BALRAMCHIN,23040698,20617600,No Fresh Positions
19-JAN-2024,INE124G01033,DELTA CORP LIMITED,DELTACORP,35744131,29592000,No Fresh Positions
19-JAN-2024,INE531E01026,HINDUSTAN COPPER LTD,HINDCOPPER,65482129,52395800,No Fresh Positions
19-JAN-2024,INE022Q01020,INDIAN ENERGY EXC LTD,IEX,177845485,147825000,No Fresh Positions
19-JAN-2024,INE139A01034,NATIONAL ALUMINIUM CO LTD,NATIONALUM,178967755,180525000,No Fresh Positions
19-JAN-2024,INE881D01027,ORACLE FIN SERV SOFT LTD.,OFSS,4710327,5207400,No Fresh Positions
19-JAN-2024,INE455K01017,POLYCAB INDIA LIMITED,POLYCAB,10228835,8808300,No Fresh Positions
19-JAN-2024,INE976G01028,RBL BANK LIMITED,RBLBANK,120271928,125702500,No Fresh Positions
19-JAN-2024,INE114A01011,STEEL AUTHORITY OF INDIA,SAIL,289139949,258208000,No Fresh Positions
19-JAN-2024,INE256A01028,ZEE ENTERTAINMENT ENT LTD,ZEEL,184440627,161097000,No Fresh Positions
19-JAN-2024,INE769A01020,AARTI INDUSTRIES LTD,AARTIIND,40912236,29582000,9284624
19-JAN-2024,INE117A01022,ABB INDIA LIMITED,ABB,10595418,1739750,8325897
19-JAN-2024,INE358A01014,ABBOTT INDIA LIMITED,ABBOTINDIA,1063050,280040,729857
19-JAN-2024,INE674K01013,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,161153272,122153400,30942208
19-JAN-2024,INE012A01025,ACC LIMITED,ACC,16266067,6722700,8730063
19-JAN-2024,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,62450033,31997400,27330131
19-JAN-2024,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,148906032,77699200,63761530
19-JAN-2024,INE540L01014,ALKEM LABORATORIES LTD.,ALKEM,10343828,1575000,8251636
