Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Future Equivalent Open Interest, Limit for Next Day
10-AUG-2026,INE545U01014,BANDHAN BANK LIMITED,BANDHANBNK,147442270,223534800,137530392.86793462,No Fresh Positions
10-AUG-2026,INE114A01011,STEEL AUTHORITY OF INDIA,SAIL,216861410,272285100,207495255.6188892,No Fresh Positions
10-AUG-2026,INE466L01038,360 ONE WAM LIMITED,360ONE,51083894,7271500,4248689.57010693,44281009
10-AUG-2026,INE117A01022,ABB INDIA LIMITED,ABB,7946564,4996375,2242878.82557667,5306356
10-AUG-2026,INE674K01013,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,123720921,80544200,41656138.86505012,75878736
10-AUG-2026,INE931S01010,ADANI ENERGY SOLUTION LTD,ADANIENSOL,49139888,25912575,19426656.74891178,27256236
10-AUG-2026,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,49118842,24598563,16967325.58668417,29695574
10-AUG-2026,INE364U01010,ADANI GREEN ENERGY LTD,ADANIGREEN,92816927,41093400,27683391.71277042,60492688
10-AUG-2026,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,110514429,45602375,24463474.65080605,80525232
10-AUG-2026,INE814H01029,ADANI POWER LTD,ADANIPOWER,724360180,246700150,171644805.4729924,516497365
10-AUG-2026,INE540L01014,ALKEM LABORATORIES LTD.,ALKEM,7243069,2332750,1493152.86879818,5387762
10-AUG-2026,INE371P01015,AMBER ENTERPRISES (I) LTD,AMBER,3263764,4288200,1705127.12573701,1395448
10-AUG-2026,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,121709478,112566000,87637469.9098754,27986534
10-AUG-2026,INE732I01021,ANGEL ONE LIMITED,ANGELONE,97286577,73970000,33284125.91590966,59138122
10-AUG-2026,INE702C01027,APL APOLLO TUBES LTD,APLAPOLLO,29883578,9999150,6467570.41691242,21921828
10-AUG-2026,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,15524629,4327250,2513609.43822535,12234788
10-AUG-2026,INE208A01029,ASHOK LEYLAND LTD,ASHOKLEY,423779104,266845000,147251764.11888274,255338384
10-AUG-2026,INE021A01026,ASIAN PAINTS LIMITED,ASIANPAINT,45385909,17474750,9721644.94818221,33394968
10-AUG-2026,INE006I01046,ASTRAL LIMITED,ASTRAL,18447449,10999850,7147247.91330806,10377828
10-AUG-2026,INE949L01017,AU SMALL FINANCE BANK LTD,AUBANK,78124588,37227000,25500258.86131224,48718099
10-AUG-2026,INE406A01037,AUROBINDO PHARMA LTD,AUROPHARMA,41977935,17760600,11179158.31996765,28699879
10-AUG-2026,INE238A01034,AXIS BANK LIMITED,AXISBANK,306812193,123397500,90041829.32232056,201429754
10-AUG-2026,INE917I01010,BAJAJ AUTO LIMITED,BAJAJ-AUTO,12912877,5164425,2150123.33836212,10117109
10-AUG-2026,INE918I01026,BAJAJ FINSERV LTD.,BAJAJFINSV,65885861,22208100,10081105.5316803,52510462
10-AUG-2026,INE118A01012,BAJAJ HOLDINGS & INVS LTD,BAJAJHLDNG,5401993,501300,337614.90214533,4794278
10-AUG-2026,INE296A01032,BAJAJ FINANCE LIMITED,BAJFINANCE,368171395,116934750,70862403.36112743,278900421
10-AUG-2026,INE028A01039,BANK OF BARODA,BANKBARODA,279476623,226743075,142257604.71139728,123245187
10-AUG-2026,INE084A01016,BANK OF INDIA,BANKINDIA,181770921,163971600,95589857.75846506,77092517
10-AUG-2026,INE171Z01026,BHARAT DYNAMICS LIMITED,BDL,13786716,14079400,7136925.35582184,5960454
10-AUG-2026,INE263A01024,BHARAT ELECTRONICS LTD,BEL,465894408,218251575,125134764.07288789,317464923
10-AUG-2026,INE465A01025,BHARAT FORGE LTD,BHARATFORG,40107751,26829500,9786918.49369611,28315444
10-AUG-2026,INE397D01024,BHARTI AIRTEL LIMITED,BHARTIARTL,421856445,84339575,57769007.80779733,342994614
10-AUG-2026,INE257A01026,BHEL,BHEL,218493415,146367375,88206717.55034325,119362026
10-AUG-2026,INE376G01013,BIOCON LIMITED.,BIOCON,108030546,90210000,52895478.15578645,49733540
10-AUG-2026,INE472A01039,BLUE STAR LIMITED,BLUESTARCO,19585168,10776675,5414958.95148757,13190950
10-AUG-2026,INE323A01026,BOSCH LIMITED,BOSCHLTD,1005850,856375,243115.74703346,712441
10-AUG-2026,INE029A01011,BHARAT PETROLEUM CORP  LT,BPCL,306020745,62101900,43073929.0726453,247645778
10-AUG-2026,INE216A01030,BRITANNIA INDUSTRIES LTD,BRITANNIA,17867310,4494625,2166075.34585202,14807869
10-AUG-2026,INE118H01025,BSE LIMITED,BSE,61182611,26334600,10929293.49657512,47194186
10-AUG-2026,INE596I01020,COMPUTER AGE MNGT SER LTD,CAMS,37197674,17273850,7908124.11777431,27429666
10-AUG-2026,INE476A01022,CANARA BANK,CANBK,504315430,550854000,402499788.1010942,76599870
10-AUG-2026,INE736A01011,CENTRAL DEPO SER (I) LTD,CDSL,26647500,24224525,11606929.31211345,13708195
10-AUG-2026,INE067A01029,CG POWER AND IND SOL LTD,CGPOWER,101855520,38399600,22335279.14001128,74427464
10-AUG-2026,INE121A01024,CHOLAMANDALAM IN & FIN CO,CHOLAFIN,64859568,23770000,16285482.24269926,45331107
10-AUG-2026,INE059A01026,CIPLA LTD,CIPLA,70510364,19646900,11576459.65860026,55408386
10-AUG-2026,INE522F01014,COAL INDIA LTD,COALINDIA,340798858,134661150,82078196.19530015,241680718
10-AUG-2026,INE704P01025,COCHIN SHIPYARD LIMITED,COCHINSHIP,12661431,9994400,5714065.72475115,6314293
10-AUG-2026,INE591G01025,COFORGE LIMITED,COFORGE,52331255,29222475,15109529.93036729,34605162
10-AUG-2026,INE259A01022,COLGATE PALMOLIVE LTD.,COLPAL,14245222,10577325,5530108.23052359,8002852
10-AUG-2026,INE111A01025,CONTAINER CORP OF IND LTD,CONCOR,51639257,33365000,23695373.43177265,25361920
10-AUG-2026,INE299U01018,CROMPT GREA CON ELEC LTD,CROMPTON,96587231,115184100,71471757.68605539,20286111
10-AUG-2026,INE298A01020,CUMMINS INDIA LTD,CUMMINSIND,20374200,8281600,4943366.28176073,14412123
10-AUG-2026,INE016A01026,DABUR INDIA LTD,DABUR,82677434,65688750,32973590.63041466,45569971
10-AUG-2026,INE00R701025,DALMIA BHARAT LIMITED,DALBHARAT,12425160,4751500,3679475.2041589,8124426
10-AUG-2026,INE148O01028,DELHIVERY LIMITED,DELHIVERY,112291216,59425925,29910358.51362056,76766296
10-AUG-2026,INE361B01024,DIVI S LABORATORIES LTD,DIVISLAB,13600537,7036400,3911970.6211308,9008539
10-AUG-2026,INE935N01020,DIXON TECHNO (INDIA) LTD,DIXON,6504348,5970500,2789678.87535611,3389451
10-AUG-2026,INE271C01023,DLF LIMITED,DLF,96251298,73918550,50496570.02602679,40942163
10-AUG-2026,INE192R01011,AVENUE SUPERMARTS LIMITED,DMART,22726551,8106900,5174856.08192242,16415367
10-AUG-2026,INE089A01031,DR. REDDY S LABORATORIES,DRREDDY,87080351,32911875,15573368.16088068,67152965
10-AUG-2026,INE066A01021,EICHER MOTORS LTD,EICHERMOT,19219348,7695200,4396868.25430124,13861512
