Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Limit for Next Day
18-JAN-2024,INE647O01011,ADITYA BIRLA FASHION & RT,ABFRL,83620831,71861400,No Fresh Positions
18-JAN-2024,INE208A01029,ASHOK LEYLAND LTD,ASHOKLEY,282359403,230745000,No Fresh Positions
18-JAN-2024,INE119A01028,BALRAMPUR CHINI MILLS LTD,BALRAMCHIN,23040698,22105600,No Fresh Positions
18-JAN-2024,INE545U01014,BANDHAN BANK LIMITED,BANDHANBNK,193356582,155167500,No Fresh Positions
18-JAN-2024,INE124G01033,DELTA CORP LIMITED,DELTACORP,35744131,30048000,No Fresh Positions
18-JAN-2024,INE531E01026,HINDUSTAN COPPER LTD,HINDCOPPER,65482129,53906300,No Fresh Positions
18-JAN-2024,INE022Q01020,INDIAN ENERGY EXC LTD,IEX,177845485,156180000,No Fresh Positions
18-JAN-2024,INE112L01020,METROPOLIS HEALTHCARE LTD,METROPOLIS,5146496,4316000,No Fresh Positions
18-JAN-2024,INE139A01034,NATIONAL ALUMINIUM CO LTD,NATIONALUM,178967755,186787500,No Fresh Positions
18-JAN-2024,INE455K01017,POLYCAB INDIA LIMITED,POLYCAB,10228835,9086100,No Fresh Positions
18-JAN-2024,INE191H01014,PVR INOX LIMITED,PVRINOX,14160340,11441584,No Fresh Positions
18-JAN-2024,INE114A01011,STEEL AUTHORITY OF INDIA,SAIL,289139949,264096000,No Fresh Positions
18-JAN-2024,INE256A01028,ZEE ENTERTAINMENT ENT LTD,ZEEL,184440627,170010000,No Fresh Positions
18-JAN-2024,INE769A01020,AARTI INDUSTRIES LTD,AARTIIND,40912236,29034000,9832624
18-JAN-2024,INE117A01022,ABB INDIA LIMITED,ABB,10595418,1811125,8254522
18-JAN-2024,INE358A01014,ABBOTT INDIA LIMITED,ABBOTINDIA,1063050,284440,725457
18-JAN-2024,INE674K01013,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,161153272,120555000,32540608
18-JAN-2024,INE012A01025,ACC LIMITED,ACC,16266067,6797100,8655663
18-JAN-2024,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,62450033,32299500,27028031
18-JAN-2024,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,148906032,77521600,63939130
18-JAN-2024,INE540L01014,ALKEM LABORATORIES LTD.,ALKEM,10343828,1548600,8278036
18-JAN-2024,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,146089317,78255000,60529851
18-JAN-2024,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,20321409,3957625,15347713
18-JAN-2024,INE438A01022,APOLLO TYRES LTD,APOLLOTYRE,79587108,36847500,38760252
18-JAN-2024,INE021A01026,ASIAN PAINTS LIMITED,ASIANPAINT,90811403,14027400,72243432
