Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Future Equivalent Open Interest, Limit for Next Day
28-APR-2026,INE114A01011,STEEL AUTHORITY OF INDIA,SAIL,216861410,174750700,174091532.85406,No Fresh Positions
28-APR-2026,INE466L01038,360 ONE WAM LIMITED,360ONE,37756901,5156000,4080083.4116,31788972
28-APR-2026,INE117A01022,ABB INDIA LIMITED,ABB,7946564,3064375,2193627.9393825,5355607
28-APR-2026,INE674K01013,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,123369777,51574700,42839651.024252,74361637
28-APR-2026,INE931S01010,ADANI ENERGY SOLUTION LTD,ADANIENSOL,35196587,24077925,18853553.85860775,14583203
28-APR-2026,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,33645895,28176474,19388727.51172239,12574872
28-APR-2026,INE364U01010,ADANI GREEN ENERGY LTD,ADANIGREEN,64724093,28167600,20409338.422912,41078549
28-APR-2026,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,88142691,27570900,19571951.13272125,64163605
28-APR-2026,INE814H01029,ADANI POWER LTD,ADANIPOWER,482906787,94185050,67158171.0910505,391603276
28-APR-2026,INE540L01014,ALKEM LABORATORIES LTD.,ALKEM,5873365,1214625,1100065.83629,4479630
28-APR-2026,INE371P01015,AMBER ENTERPRISES (I) LTD,AMBER,3260820,1504000,1177603.753837,1920175
28-APR-2026,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,97233107,76911450,61357296.530377,31014155
28-APR-2026,INE732I01021,ANGEL ONE LIMITED,ANGELONE,96940911,36007500,22363480.969425,69730384
28-APR-2026,INE702C01027,APL APOLLO TUBES LTD,APLAPOLLO,29871221,5541550,4883724.581122,23493935
28-APR-2026,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,15524629,2466250,2052921.6076575,12695475
28-APR-2026,INE208A01029,ASHOK LEYLAND LTD,ASHOKLEY,423779104,214835000,123080739.38815,279509409
28-APR-2026,INE021A01026,ASIAN PAINTS LIMITED,ASIANPAINT,62818628,17188750,13846700.224425,45830996
28-APR-2026,INE006I01046,ASTRAL LIMITED,ASTRAL,17577908,10668775,9077028.50968275,7621984
28-APR-2026,INE949L01017,AU SMALL FINANCE BANK LTD,AUBANK,86532345,35838000,26549861.34889,55655866
28-APR-2026,INE406A01037,AUROBINDO PHARMA LTD,AUROPHARMA,41977935,22811250,20272281.402822,19606756
28-APR-2026,INE238A01034,AXIS BANK LIMITED,AXISBANK,331596880,77182500,64729338.236925,250287697
28-APR-2026,INE917I01010,BAJAJ AUTO LIMITED,BAJAJ-AUTO,12553818,3454725,2621581.445124,9304545
28-APR-2026,INE918I01026,BAJAJ FINSERV LTD.,BAJAJFINSV,65784745,13826500,11213863.6845125,51281644
28-APR-2026,INE118A01012,BAJAJ HOLDINGS & INVS LTD,BAJAJHLDNG,5401993,270500,252176.588547,4879716
28-APR-2026,INE296A01032,BAJAJ FINANCE LIMITED,BAJFINANCE,387962395,89636250,72574085.1650525,295990190
28-APR-2026,INE545U01014,BANDHAN BANK LIMITED,BANDHANBNK,145616308,121366800,87577322.658792,50758169
28-APR-2026,INE028A01039,BANK OF BARODA,BANKBARODA,279476623,149803875,107556522.41743275,157946269
28-APR-2026,INE084A01016,BANK OF INDIA,BANKINDIA,181770921,69305600,50773460.738892,121908914
28-APR-2026,INE171Z01026,BHARAT DYNAMICS LIMITED,BDL,13786716,5216400,3106558.781651,9990821
28-APR-2026,INE263A01024,BHARAT ELECTRONICS LTD,BEL,535778534,155531625,112325900.8805075,396663706
