Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Limit for Next Day
12-SEP-2024,INE769A01020,AARTI INDUSTRIES LTD,AARTIIND,41153022,40741000,No Fresh Positions
12-SEP-2024,INE647O01011,ADITYA BIRLA FASHION & RT,ABFRL,83419778,67558400,No Fresh Positions
12-SEP-2024,INE119A01028,BALRAMPUR CHINI MILLS LTD,BALRAMCHIN,23040698,20256000,No Fresh Positions
12-SEP-2024,INE545U01014,BANDHAN BANK LIMITED,BANDHANBNK,193370862,166272400,No Fresh Positions
12-SEP-2024,INE085A01013,CHAMBAL FERTILIZERS LTD,CHAMBLFERT,31488204,26592400,No Fresh Positions
12-SEP-2024,INE101D01020,GRANULES INDIA LIMITED,GRANULES,29633038,70622000,No Fresh Positions
12-SEP-2024,INE531E01026,HINDUSTAN COPPER LTD,HINDCOPPER,65482129,55732150,No Fresh Positions
12-SEP-2024,INE976G01028,RBL BANK LIMITED,RBLBANK,121256568,104232500,No Fresh Positions
12-SEP-2024,INE117A01022,ABB INDIA LIMITED,ABB,10595418,2784375,7281272
12-SEP-2024,INE358A01014,ABBOTT INDIA LIMITED,ABBOTINDIA,1063050,171880,838017
12-SEP-2024,INE674K01013,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,161899049,117525600,36278496
12-SEP-2024,INE012A01025,ACC LIMITED,ACC,16266067,9249600,6203163
12-SEP-2024,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,57646033,43269000,11494731
12-SEP-2024,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,147352572,44530000,95454943
12-SEP-2024,INE540L01014,ALKEM LABORATORIES LTD.,ALKEM,10431527,2893400,7016550
12-SEP-2024,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,146089317,64005300,74779551
12-SEP-2024,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,20321409,3555250,15750088
12-SEP-2024,INE438A01022,APOLLO TYRES LTD,APOLLOTYRE,79567108,28645000,46943752
12-SEP-2024,INE208A01029,ASHOK LEYLAND LTD,ASHOKLEY,282419403,157815000,110483432
