Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Limit for Next Day
07-SEP-2022,INE124G01033,DELTA CORP LIMITED,DELTACORP,35669472,35937500,No Fresh Positions
07-SEP-2022,INE769A01020,AARTI INDUSTRIES LTD,AARTIIND,40461755,6994650,31444017
07-SEP-2022,INE117A01022,ABB INDIA LIMITED,ABB,10595418,2035500,8030147
07-SEP-2022,INE358A01014,ABBOTT INDIA LIMITED,ABBOTINDIA,1063050,65880,944017
07-SEP-2022,INE674K01013,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,139834302,39376800,93465786
07-SEP-2022,INE647O01011,ADITYA BIRLA FASHION & RT,ABFRL,81494340,18504200,58915423
07-SEP-2022,INE012A01025,ACC LIMITED,ACC,17078428,7628000,8596506
07-SEP-2022,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,55169320,30985500,21425354
07-SEP-2022,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,143563492,101410000,34975317
07-SEP-2022,INE540L01014,ALKEM LABORATORIES LTD.,ALKEM,10249198,635600,9101138
07-SEP-2022,INE885A01032,AMARA RAJA BATTERIES LTD.,AMARAJABAT,24576009,13438000,9909208
07-SEP-2022,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,145968373,126286200,12383754
07-SEP-2022,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,20321409,3008625,16296713
07-SEP-2022,INE438A01022,APOLLO TYRES LTD,APOLLOTYRE,79587108,32025000,43582752
07-SEP-2022,INE208A01029,ASHOK LEYLAND LTD,ASHOKLEY,282229803,116550000,151568312
07-SEP-2022,INE021A01026,ASIAN PAINTS LIMITED,ASIANPAINT,90810989,8695400,77575039
07-SEP-2022,INE006I01046,ASTRAL LIMITED,ASTRAL,17788750,1610950,15288362
07-SEP-2022,INE100A01010,ATUL LTD,ATUL,3243507,170775,2910556
07-SEP-2022,INE949L01017,AU SMALL FINANCE BANK LTD,AUBANK,97374162,12673000,79832453
07-SEP-2022,INE406A01037,AUROBINDO PHARMA LTD,AUROPHARMA,56444627,20813000,32809395
07-SEP-2022,INE238A01034,AXIS BANK LIMITED,AXISBANK,542455719,69966000,445366933
07-SEP-2022,INE917I01010,BAJAJ AUTO LIMITED,BAJAJ-AUTO,26757342,5477500,19941974
07-SEP-2022,INE918I01018,BAJAJ FINSERV LTD.,BAJAJFINSV,12447503,2623900,9201227
07-SEP-2022,INE296A01024,BAJAJ FINANCE LIMITED,BAJFINANCE,53088500,8530250,41903825
07-SEP-2022,INE787D01026,BALKRISHNA IND. LTD,BALKRISIND,16125398,4415400,10903728
07-SEP-2022,INE119A01028,BALRAMPUR CHINI MILLS LTD,BALRAMCHIN,23498849,16108800,6215106
07-SEP-2022,INE545U01014,BANDHAN BANK LIMITED,BANDHANBNK,193334082,59270400,124396977
07-SEP-2022,INE028A01039,BANK OF BARODA,BANKBARODA,372635498,147648150,206355573
07-SEP-2022,INE176A01028,BATA INDIA LTD,BATAINDIA,12812405,3084675,9087109
07-SEP-2022,INE263A01024,BHARAT ELECTRONICS LTD,BEL,238123793,53792800,172424803
07-SEP-2022,INE463A01038,BERGER PAINTS (I) LTD,BERGEPAINT,48595109,8924300,37241053
07-SEP-2022,INE465A01025,BHARAT FORGE LTD,BHARATFORG,50979391,13082000,35348421
07-SEP-2022,INE397D01024,BHARTI AIRTEL LIMITED,BHARTIARTL,518042216,82413450,409726655
07-SEP-2022,INE257A01026,BHEL,BHEL,256482590,223041000,20617460
07-SEP-2022,INE376G01013,BIOCON LIMITED.,BIOCON,92756263,41655300,46463149
07-SEP-2022,INE323A01026,BOSCH LIMITED,BOSCHLTD,1737683,280050,1370748
07-SEP-2022,INE029A01011,BHARAT PETROLEUM CORP  LT,BPCL,202646440,30538800,161975318
07-SEP-2022,INE216A01030,BRITANNIA INDUSTRIES LTD,BRITANNIA,23823080,2678200,19953726
07-SEP-2022,INE836A01035,BIRLASOFT LIMITED,BSOFT,33349327,16201900,15479960
07-SEP-2022,INE476A01014,CANARA BANK,CANBK,134484114,65780100,61979808
07-SEP-2022,INE477A01020,CAN FIN HOMES LTD,CANFINHOME,18644752,4448925,13263589
07-SEP-2022,INE085A01013,CHAMBAL FERTILIZERS LTD,CHAMBLFERT,32874909,14145000,17086163
07-SEP-2022,INE121A01024,CHOLAMANDALAM IN & FIN CO,CHOLAFIN,79651800,11507500,64161710
07-SEP-2022,INE059A01026,CIPLA LTD,CIPLA,106508635,14007500,87175703
07-SEP-2022,INE522F01014,COAL INDIA LTD,COALINDIA,417418754,97015800,299532016
07-SEP-2022,INE591G01017,COFORGE LIMITED,COFORGE,7300020,1789200,5145819
07-SEP-2022,INE259A01022,COLGATE PALMOLIVE LTD.,COLPAL,26654592,4043200,21278662
07-SEP-2022,INE111A01025,CONTAINER CORP OF IND LTD,CONCOR,55081874,20341000,31986780
07-SEP-2022,INE169A01031,COROMANDEL INTERNTL. LTD,COROMANDEL,24981397,2646000,21086327
07-SEP-2022,INE299U01018,CROMPT GREA CON ELEC LTD,CROMPTON,119206423,9433500,103812601
07-SEP-2022,INE491A01021,CITY UNION BANK LTD,CUB,147916982,17950000,122571132
07-SEP-2022,INE298A01020,CUMMINS INDIA LTD,CUMMINSIND,27165463,4680600,21126589
07-SEP-2022,INE016A01026,DABUR INDIA LTD,DABUR,116094335,13857500,96432118
07-SEP-2022,INE00R701025,DALMIA BHARAT LIMITED,DALBHARAT,16527425,1830500,13870553
07-SEP-2022,INE288B01029,DEEPAK NITRITE LTD,DEEPAKNTR,14808054,4530250,9537401
07-SEP-2022,INE361B01024,DIVI S LABORATORIES LTD,DIVISLAB,25514876,5058750,19180382
07-SEP-2022,INE935N01020,DIXON TECHNO (INDIA) LTD,DIXON,7798032,1627750,5780380
07-SEP-2022,INE271C01023,DLF LIMITED,DLF,124016568,55171050,62644689
07-SEP-2022,INE089A01023,DR. REDDY S LABORATORIES,DRREDDY,24303736,3613125,19475424
07-SEP-2022,INE066A01021,EICHER MOTORS LTD,EICHERMOT,27772753,5532450,20851665
07-SEP-2022,INE042A01014,ESCORTS KUBOTA LIMITED,ESCORTS,6676140,5143050,1199283
07-SEP-2022,INE302A01020,EXIDE INDUSTRIES LTD,EXIDEIND,91809066,48128400,39090212
07-SEP-2022,INE171A01029,FEDERAL BANK LTD,FEDERALBNK,394660389,195940000,178987369
07-SEP-2022,INE684F01012,FIRSTSOURCE SOLU. LTD.,FSL,61362011,42920800,15373110
07-SEP-2022,INE129A01019,GAIL (INDIA) LTD,GAIL,628196322,118391850,478394655
07-SEP-2022,INE935A01035,GLENMARK PHARMACEUTICALS,GLENMARK,30110093,12286600,16317988
07-SEP-2022,INE776C01039,GMR INFRASTRUCTURE LTD.,GMRINFRA,496155219,266085000,205262458
07-SEP-2022,INE113A01013,GUJ NAR VAL FER & CHEM L,GNFC,18282414,12896000,4472293
07-SEP-2022,INE102D01028,GODREJ CONSUMER PRODUCTS,GODREJCP,75218562,9034000,62423633
07-SEP-2022,INE484J01027,GODREJ PROPERTIES LTD,GODREJPROP,23113363,5444075,16513619
07-SEP-2022,INE101D01020,GRANULES INDIA LIMITED,GRANULES,28778078,14224000,13115174
07-SEP-2022,INE047A01021,GRASIM INDUSTRIES LTD,GRASIM,75071390,10581575,60736245
07-SEP-2022,INE246F01010,GUJARAT STATE PETRO LTD,GSPL,70381221,5700000,61162159
07-SEP-2022,INE844O01030,GUJARAT GAS LIMITED,GUJGASLTD,53841317,9312500,41836751
07-SEP-2022,INE066F01012,HINDUSTAN AERONAUTICS LTD,HAL,16619018,6563075,9224992
07-SEP-2022,INE176B01034,HAVELLS INDIA LIMITED,HAVELLS,50702625,6606000,41561493
07-SEP-2022,INE860A01027,HCL TECHNOLOGIES LTD,HCLTECH,211948254,32723600,168627241
07-SEP-2022,INE001A01036,HDFC LTD,HDFC,362893952,23036100,321713154
07-SEP-2022,INE127D01025,HDFC AMC LIMITED,HDFCAMC,13308413,4939800,7703192
07-SEP-2022,INE040A01034,HDFC BANK LTD,HDFCBANK,672362277,80473250,558270913
07-SEP-2022,INE795G01014,HDFC LIFE INS CO LTD,HDFCLIFE,187390219,32364200,145656508
07-SEP-2022,INE158A01026,HERO MOTOCORP LIMITED,HEROMOTOCO,26066094,6334500,18428289
07-SEP-2022,INE038A01020,HINDALCO  INDUSTRIES  LTD,HINDALCO,292436163,55096975,222717379
07-SEP-2022,INE531E01026,HINDUSTAN COPPER LTD,HINDCOPPER,65482129,42879600,19328422
07-SEP-2022,INE094A01015,HINDUSTAN PETROLEUM CORP,HINDPETRO,127940594,27591300,93952264
07-SEP-2022,INE030A01027,HINDUSTAN UNILEVER LTD.,HINDUNILVR,179035680,13877100,156206796
07-SEP-2022,INE671A01010,HONEYWELL AUTOMATION IND,HONAUT,442076,13140,406832
07-SEP-2022,INE148I01020,INDIABULLS HSG FIN LTD,IBULHSGFIN,80566863,58424000,18114519
07-SEP-2022,INE090A01021,ICICI BANK LTD.,ICICIBANK,1159155557,115480750,985717029
07-SEP-2022,INE765G01017,ICICI LOMBARD GIC LIMITED,ICICIGI,51036634,5284875,43199927
07-SEP-2022,INE726G01019,ICICI PRU LIFE INS CO LTD,ICICIPRULI,76472174,10986000,61662565
07-SEP-2022,INE669E01016,VODAFONE IDEA LIMITED,IDEA,1606294231,1265040000,260939519
07-SEP-2022,INE043D01016,IDFC LIMITED,IDFC,319299188,164190000,139144228
07-SEP-2022,INE092T01019,IDFC FIRST BANK LIMITED,IDFCFIRSTB,790029788,325395000,425133298
07-SEP-2022,INE022Q01020,INDIAN ENERGY EXC LTD,IEX,179216844,124125000,46131001
07-SEP-2022,INE203G01027,INDRAPRASTHA GAS LTD,IGL,77000080,22455125,50694951
