Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Limit for Next Day
27-MAR-2025,INE769A01020,AARTI INDUSTRIES LTD,AARTIIND,41800237,23591000,16119225
27-MAR-2025,INE117A01022,ABB INDIA LIMITED,ABB,10595418,3884875,6180772
27-MAR-2025,INE674K01013,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,162341346,82185300,72038978
27-MAR-2025,INE647O01011,ADITYA BIRLA FASHION & RT,ABFRL,121576670,62732800,52765036
27-MAR-2025,INE012A01025,ACC LIMITED,ACC,16266067,5269200,10183563
27-MAR-2025,INE931S01010,ADANI ENERGY SOLUTION LTD,ADANIENSOL,72215231,15098750,53505719
27-MAR-2025,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,60081955,33624000,23453857
27-MAR-2025,INE364U01010,ADANI GREEN ENERGY LTD,ADANIGREEN,123755903,23961375,93606732
27-MAR-2025,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,147352572,30137600,109847343
27-MAR-2025,INE540L01014,ALKEM LABORATORIES LTD.,ALKEM,10602135,868500,9203528
27-MAR-2025,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,159683698,41043600,110655913
27-MAR-2025,INE732I01013,ANGEL ONE LIMITED,ANGELONE,11629844,5970200,5078151
27-MAR-2025,INE702C01027,APL APOLLO TUBES LTD,APLAPOLLO,39789217,4447800,33351956
27-MAR-2025,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,20321409,2599875,16705463
27-MAR-2025,INE438A01022,APOLLO TYRES LTD,APOLLOTYRE,79567108,12586800,63001952
27-MAR-2025,INE208A01029,ASHOK LEYLAND LTD,ASHOKLEY,282439403,95587500,172729932
27-MAR-2025,INE021A01026,ASIAN PAINTS LIMITED,ASIANPAINT,90786456,16030800,70216333
27-MAR-2025,INE006I01046,ASTRAL LIMITED,ASTRAL,24660712,7206045,16221631
27-MAR-2025,INE399L01023,ADANI TOTAL GAS LIMITED,ATGL,55429320,5706325,46951529
27-MAR-2025,INE949L01017,AU SMALL FINANCE BANK LTD,AUBANK,114786901,36579000,72468555
27-MAR-2025,INE406A01037,AUROBINDO PHARMA LTD,AUROPHARMA,55970580,15268000,37904051
27-MAR-2025,INE238A01034,AXIS BANK LIMITED,AXISBANK,546170617,72685000,446177086
27-MAR-2025,INE917I01010,BAJAJ AUTO LIMITED,BAJAJ-AUTO,25109848,3657375,20196980
27-MAR-2025,INE918I01026,BAJAJ FINSERV LTD.,BAJAJFINSV,125314034,22461500,96586832
27-MAR-2025,INE296A01024,BAJAJ FINANCE LIMITED,BAJFINANCE,56041443,13147125,40092245
27-MAR-2025,INE787D01026,BALKRISHNA IND. LTD,BALKRISIND,16125398,2912400,12406728
27-MAR-2025,INE545U01014,BANDHAN BANK LIMITED,BANDHANBNK,193371093,116253200,67449338
27-MAR-2025,INE028A01039,BANK OF BARODA,BANKBARODA,372635498,211193775,142809948
27-MAR-2025,INE084A01016,BANK OF INDIA,BANKINDIA,242361229,70382275,159860892
27-MAR-2025,INE263A01024,BHARAT ELECTRONICS LTD,BEL,714371379,127899450,550753360
27-MAR-2025,INE463A01038,BERGER PAINTS (I) LTD,BERGEPAINT,58320348,9208320,46196010
27-MAR-2025,INE465A01025,BHARAT FORGE LTD,BHARATFORG,53479551,15954000,34851573
27-MAR-2025,INE397D01024,BHARTI AIRTEL LIMITED,BHARTIARTL,569977208,48612450,492865897
27-MAR-2025,INE257A01026,BHEL,BHEL,256482590,114883125,128775335
27-MAR-2025,INE376G01013,BIOCON LIMITED.,BIOCON,93979873,29322500,59958379
27-MAR-2025,INE323A01026,BOSCH LIMITED,BOSCHLTD,1737683,307675,1343123
27-MAR-2025,INE029A01011,BHARAT PETROLEUM CORP  LT,BPCL,408027660,81709200,305917077
27-MAR-2025,INE216A01030,BRITANNIA INDUSTRIES LTD,BRITANNIA,23823080,3328200,19303726
27-MAR-2025,INE118H01025,BSE LIMITED,BSE,21145594,8495500,11592814
27-MAR-2025,INE836A01035,BIRLASOFT LIMITED,BSOFT,32732991,20051000,11045341
27-MAR-2025,INE596I01012,COMPUTER AGE MNGT SER LTD,CAMS,9873151,2147250,7232243
27-MAR-2025,INE476A01022,CANARA BANK,CANBK,672420574,381354750,257444795
27-MAR-2025,INE736A01011,CENTRAL DEPO SER (I) LTD,CDSL,35530000,17409350,16344150
27-MAR-2025,INE486A01021,CESC LTD,CESC,126959974,26453700,94158275
27-MAR-2025,INE067A01029,CG POWER AND IND SOL LTD,CGPOWER,128228446,12328625,109488398
27-MAR-2025,INE085A01013,CHAMBAL FERTILIZERS LTD,CHAMBLFERT,31728204,13187900,16953893
27-MAR-2025,INE121A01024,CHOLAMANDALAM IN & FIN CO,CHOLAFIN,84197504,12827500,67160128
27-MAR-2025,INE059A01026,CIPLA LTD,CIPLA,114145063,14107925,94329884
27-MAR-2025,INE522F01014,COAL INDIA LTD,COALINDIA,454398477,80407950,351270603
27-MAR-2025,INE591G01017,COFORGE LIMITED,COFORGE,13371877,3368250,9335033
27-MAR-2025,INE259A01022,COLGATE PALMOLIVE LTD.,COLPAL,26654592,6099275,19222587
27-MAR-2025,INE111A01025,CONTAINER CORP OF IND LTD,CONCOR,55081874,22374000,29953780
27-MAR-2025,INE299U01018,CROMPT GREA CON ELEC LTD,CROMPTON,128749794,34261200,88051104
27-MAR-2025,INE298A01020,CUMMINS INDIA LTD,CUMMINSIND,27165600,3577350,22229970
