Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Limit for Next Day
10-JUN-2024,INE119A01028,BALRAMPUR CHINI MILLS LTD,BALRAMCHIN,23040698,24737600,No Fresh Positions
10-JUN-2024,INE383A01012,THE INDIA CEMENTS LIMITED,INDIACEM,44362911,48070400,No Fresh Positions
10-JUN-2024,INE114A01011,STEEL AUTHORITY OF INDIA,SAIL,289139949,275688000,No Fresh Positions
10-JUN-2024,INE256A01028,ZEE ENTERTAINMENT ENT LTD,ZEEL,184440627,152298000,No Fresh Positions
10-JUN-2024,INE769A01020,AARTI INDUSTRIES LTD,AARTIIND,41012842,20844000,18118199
10-JUN-2024,INE117A01022,ABB INDIA LIMITED,ABB,10595418,2089125,7976522
10-JUN-2024,INE358A01014,ABBOTT INDIA LIMITED,ABBOTINDIA,1063050,176440,833457
10-JUN-2024,INE674K01013,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,161393400,111175200,42148530
10-JUN-2024,INE647O01011,ADITYA BIRLA FASHION & RT,ABFRL,83638248,59092800,20363535
10-JUN-2024,INE012A01025,ACC LIMITED,ACC,16266067,7773300,7679463
10-JUN-2024,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,62450033,34340400,24987131
10-JUN-2024,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,147352572,74624000,65360943
10-JUN-2024,INE540L01014,ALKEM LABORATORIES LTD.,ALKEM,10343828,1384200,8442436
10-JUN-2024,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,146089317,60216300,78568551
10-JUN-2024,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,20321409,4355875,14949463
10-JUN-2024,INE438A01022,APOLLO TYRES LTD,APOLLOTYRE,79567108,27412500,48176252
10-JUN-2024,INE208A01029,ASHOK LEYLAND LTD,ASHOKLEY,282399403,164620000,103659432
10-JUN-2024,INE021A01026,ASIAN PAINTS LIMITED,ASIANPAINT,90811403,19288000,66982832
10-JUN-2024,INE006I01046,ASTRAL LIMITED,ASTRAL,24659168,4202150,19224059
10-JUN-2024,INE100A01010,ATUL LTD,ATUL,3228695,648250,2419010
10-JUN-2024,INE949L01017,AU SMALL FINANCE BANK LTD,AUBANK,114477878,36502000,72251984
10-JUN-2024,INE406A01037,AUROBINDO PHARMA LTD,AUROPHARMA,56444627,17580750,36041645
10-JUN-2024,INE238A01034,AXIS BANK LIMITED,AXISBANK,546857493,66620625,452893993
10-JUN-2024,INE917I01010,BAJAJ AUTO LIMITED,BAJAJ-AUTO,25094277,3801900,20037663
10-JUN-2024,INE918I01026,BAJAJ FINSERV LTD.,BAJAJFINSV,124862934,17537000,101082787
