Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Future Equivalent Open Interest, Limit for Next Day
03-NOV-2025,INE466L01038,360 ONE WAM LIMITED,360ONE,44660948,4193000,2548568.881165,39879331
03-NOV-2025,INE117A01022,ABB INDIA LIMITED,ABB,7946564,3698125,2344332.01569875,5204903
03-NOV-2025,INE674K01013,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,122316423,120636500,87362869.131684,28837732
03-NOV-2025,INE931S01010,ADANI ENERGY SOLUTION LTD,ADANIENSOL,51907388,30229875,19499836.37459575,29812182
03-NOV-2025,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,30040977,29516100,16403496.006928,12135432
03-NOV-2025,INE364U01010,ADANI GREEN ENERGY LTD,ADANIGREEN,61877951,39618600,19057340.267854,39726713
03-NOV-2025,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,73799006,36899900,25001272.6889855,45107783
03-NOV-2025,INE540L01014,ALKEM LABORATORIES LTD.,ALKEM,6130387,1710375,1462871.69460625,4360995
03-NOV-2025,INE371P01015,AMBER ENTERPRISES (I) LTD,AMBER,3067454,1562700,825669.471261,2088411
03-NOV-2025,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,119762774,68723550,47431571.732464,66343063
03-NOV-2025,INE732I01013,ANGEL ONE LIMITED,ANGELONE,9647634,5771000,3443366.9920475,5721885
03-NOV-2025,INE702C01027,APL APOLLO TUBES LTD,APLAPOLLO,27232196,11953550,8031687.191486,17838899
03-NOV-2025,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,15240043,3599125,2646739.15468375,11831301
03-NOV-2025,INE208A01029,ASHOK LEYLAND LTD,ASHOKLEY,409181558,231485000,141136216.71185,247586263
03-NOV-2025,INE021A01026,ASIAN PAINTS LIMITED,ASIANPAINT,52357280,18601500,13208874.69662,36530541
03-NOV-2025,INE006I01046,ASTRAL LIMITED,ASTRAL,18495534,12065750,8498803.607878,9071953
03-NOV-2025,INE949L01017,AU SMALL FINANCE BANK LTD,AUBANK,86234186,25883000,18086878.86569,63835597
03-NOV-2025,INE406A01037,AUROBINDO PHARMA LTD,AUROPHARMA,41977935,33651200,25147537.945487,14731500
03-NOV-2025,INE238A01034,AXIS BANK LIMITED,AXISBANK,316147681,93770625,75002981.97231875,225337314
03-NOV-2025,INE917I01010,BAJAJ AUTO LIMITED,BAJAJ-AUTO,12547731,5123100,3350232.125587,8570112
03-NOV-2025,INE918I01026,BAJAJ FINSERV LTD.,BAJAJFINSV,65659712,24369750,18489175.51571,43887550
03-NOV-2025,INE296A01032,BAJAJ FINANCE LIMITED,BAJFINANCE,281116345,112803000,89261897.700125,177798630
03-NOV-2025,INE545U01014,BANDHAN BANK LIMITED,BANDHANBNK,142752962,223412400,114122257.561408,21493056
03-NOV-2025,INE028A01039,BANK OF BARODA,BANKBARODA,257509827,189917325,117408706.75739075,127225628
03-NOV-2025,INE084A01016,BANK OF INDIA,BANKINDIA,181770921,109839600,70349048.301088,102333326
03-NOV-2025,INE171Z01026,BHARAT DYNAMICS LIMITED,BDL,13786716,7934200,4365261.843854,8732118
03-NOV-2025,INE263A01024,BHARAT ELECTRONICS LTD,BEL,535778534,208875075,115084867.1188965,393904740
03-NOV-2025,INE465A01025,BHARAT FORGE LTD,BHARATFORG,35155737,13556000,9408572.845575,23989377
03-NOV-2025,INE397D01024,BHARTI AIRTEL LIMITED,BHARTIARTL,314058656,61526275,47119691.8956765,251236031
03-NOV-2025,INE257A01026,BHEL,BHEL,169029877,134266125,65955496.74998,94622886
03-NOV-2025,INE376G01013,BIOCON LIMITED.,BIOCON,90981174,62690000,43341735.2038,43090380
03-NOV-2025,INE472A01039,BLUE STAR LIMITED,BLUESTARCO,19584741,2106000,1479962.45402425,17125541
03-NOV-2025,INE323A01026,BOSCH LIMITED,BOSCHLTD,982526,378050,230896.28535425,702503
03-NOV-2025,INE029A01011,BHARAT PETROLEUM CORP  LT,BPCL,281577339,68414000,40227821.89857325,227270650
03-NOV-2025,INE216A01030,BRITANNIA INDUSTRIES LTD,BRITANNIA,13082978,4527500,3319822.77033875,9109006
03-NOV-2025,INE118H01025,BSE LIMITED,BSE,48385387,24870750,14292515.38027,31673602
03-NOV-2025,INE596I01012,COMPUTER AGE MNGT SER LTD,CAMS,7421215,3723000,1649841.359729,5400312
03-NOV-2025,INE476A01022,CANARA BANK,CANBK,504315430,420646500,238689262.267435,240410396
03-NOV-2025,INE736A01011,CENTRAL DEPO SER (I) LTD,CDSL,26647500,18469900,9302902.53386925,16012222
03-NOV-2025,INE067A01029,CG POWER AND IND SOL LTD,CGPOWER,100245792,23318900,14945791.908055,80287710
03-NOV-2025,INE121A01024,CHOLAMANDALAM IN & FIN CO,CHOLAFIN,63212268,20005000,15242302.2744375,44809352
03-NOV-2025,INE059A01026,CIPLA LTD,CIPLA,57073940,33592875,17058153.43952375,37162089
03-NOV-2025,INE522F01014,COAL INDIA LTD,COALINDIA,227199238,111727350,64744101.3806965,151095174
03-NOV-2025,INE591G01025,COFORGE LIMITED,COFORGE,50163899,20667750,14326897.74495375,33328806
03-NOV-2025,INE259A01022,COLGATE PALMOLIVE LTD.,COLPAL,19990944,9258750,5767023.29597675,13224373
03-NOV-2025,INE111A01025,CONTAINER CORP OF IND LTD,CONCOR,48077012,41755000,26851075.3151375,18822086
03-NOV-2025,INE299U01018,CROMPT GREA CON ELEC LTD,CROMPTON,81400589,88320600,59504788.965262,17825770
03-NOV-2025,INE298A01020,CUMMINS INDIA LTD,CUMMINSIND,20374200,4399200,3030437.88635,16325052
03-NOV-2025,INE136B01020,CYIENT LIMITED,CYIENT,12039544,6680575,4250148.694261,7187418
03-NOV-2025,INE016A01026,DABUR INDIA LTD,DABUR,89873278,49858750,24664221.2564,60715392
03-NOV-2025,INE00R701025,DALMIA BHARAT LIMITED,DALBHARAT,12425041,3299400,2391197.9349635,9412591
03-NOV-2025,INE148O01028,DELHIVERY LIMITED,DELHIVERY,94196226,29859250,19235256.98332425,70251157
03-NOV-2025,INE361B01024,DIVI S LABORATORIES LTD,DIVISLAB,16353614,4821900,2901456.26986,12634477
03-NOV-2025,INE935N01020,DIXON TECHNO (INDIA) LTD,DIXON,6445442,4397900,1903774.983123,4219394
03-NOV-2025,INE271C01023,DLF LIMITED,DLF,83667734,57768975,37455611.81100625,42028735
03-NOV-2025,INE192R01011,AVENUE SUPERMARTS LIMITED,DMART,22136392,8091300,5909692.078766,15119880
03-NOV-2025,INE089A01031,DR. REDDY S LABORATORIES,DRREDDY,61006521,39456875,17489530.37505625,40466664
03-NOV-2025,INE066A01021,EICHER MOTORS LTD,EICHERMOT,20353850,5820675,3392186.642629,15943970
03-NOV-2025,INE758T01015,ETERNAL LIMITED,ETERNAL,1361988292,355298875,257821872.17493675,1036067005
03-NOV-2025,INE302A01020,EXIDE INDUSTRIES LTD,EXIDEIND,68856800,59916600,36770876.225882,28643083
03-NOV-2025,INE171A01029,FEDERAL BANK LTD,FEDERALBNK,338654719,156550000,82540711.3939,239181271
03-NOV-2025,INE061F01013,FORTIS HEALTHCARE LTD,FORTIS,62490435,13646975,9689811.24772125,49676102
03-NOV-2025,INE129A01019,GAIL (INDIA) LTD,GAIL,402429848,152387550,89393973.867449,292914381
03-NOV-2025,INE935A01035,GLENMARK PHARMACEUTICALS,GLENMARK,22585180,12638250,9158136.844405,12297784
03-NOV-2025,INE776C01039,GMR AIRPORTS LIMITED,GMRAIRPORT,534704421,382132350,239509572.6559375,268459627
03-NOV-2025,INE102D01028,GODREJ CONSUMER PRODUCTS,GODREJCP,58001204,14255000,10399133.97672,44702009
03-NOV-2025,INE484J01027,GODREJ PROPERTIES LTD,GODREJPROP,24082879,11054725,8240150.0906845,14638584
03-NOV-2025,INE047A01021,GRASIM INDUSTRIES LTD,GRASIM,38514157,18420500,15333694.8604025,21254754
03-NOV-2025,INE066F01020,HINDUSTAN AERONAUTICS LTD,HAL,28450886,16477350,10363007.6919205,16665334
03-NOV-2025,INE176B01034,HAVELLS INDIA LIMITED,HAVELLS,38133766,12054500,8542787.95061,27684289
03-NOV-2025,INE860A01027,HCL TECHNOLOGIES LTD,HCLTECH,145993539,24157000,16228375.2799785,122465486
03-NOV-2025,INE127D01025,HDFC AMC LIMITED,HDFCAMC,15259458,5133600,2531487.035795,11964998
03-NOV-2025,INE040A01034,HDFC BANK LTD,HDFCBANK,1329733550,260801200,211459576.952746,1051787295
03-NOV-2025,INE795G01014,HDFC LIFE INS CO LTD,HDFCLIFE,119296253,47944600,31873119.511569,81458320
03-NOV-2025,INE158A01026,HERO MOTOCORP LIMITED,HEROMOTOCO,19579129,6715200,4354708.548721,14245464
03-NOV-2025,INE548A01028,HFCL LIMITED,HFCL,147979599,189191400,121030397.888873,19550221
03-NOV-2025,INE038A01020,HINDALCO  INDUSTRIES  LTD,HINDALCO,176136372,90535200,67023323.561206,100306229
03-NOV-2025,INE094A01015,HINDUSTAN PETROLEUM CORP,HINDPETRO,143933168,69277275,45205670.8927915,91530838
03-NOV-2025,INE030A01027,HINDUSTAN UNILEVER LTD.,HINDUNILVR,89517840,31634400,18474955.395753,66566992
