Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Future Equivalent Open Interest, Limit for Next Day
30-JAN-2026,INE148I01020,SAMMAAN CAPITAL LIMITED,SAMMAANCAP,122326971,172860000,116625256.736318,No Fresh Positions
30-JAN-2026,INE466L01038,360 ONE WAM LIMITED,360ONE,36943219,3193000,2626743.608845,32469314
30-JAN-2026,INE117A01022,ABB INDIA LIMITED,ABB,7946564,4379500,2264955.6349325,5284280
30-JAN-2026,INE674K01013,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,122657000,93058900,77080274.330793,39443875
30-JAN-2026,INE931S01010,ADANI ENERGY SOLUTION LTD,ADANIENSOL,43791427,26645625,21373885.76948125,20227969
30-JAN-2026,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,49117354,31970994,20005003.62118963,26656482
30-JAN-2026,INE364U01010,ADANI GREEN ENERGY LTD,ADANIGREEN,92816927,35798400,22943950.0236,65232130
30-JAN-2026,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,84394936,33962500,23273971.5195475,56901217
30-JAN-2026,INE540L01014,ALKEM LABORATORIES LTD.,ALKEM,7334235,1399875,1221265.56941125,5746257
30-JAN-2026,INE371P01015,AMBER ENTERPRISES (I) LTD,AMBER,3257355,1793600,1304181.110417,1790306
30-JAN-2026,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,79841849,73446450,50418186.379467,25431570
30-JAN-2026,INE732I01013,ANGEL ONE LIMITED,ANGELONE,9673308,5138250,3036381.02916,6153261
30-JAN-2026,INE702C01027,APL APOLLO TUBES LTD,APLAPOLLO,23068453,11113200,9350134.3072825,12564896
30-JAN-2026,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,15524629,5586500,3575617.11118125,11172780
30-JAN-2026,INE208A01029,ASHOK LEYLAND LTD,ASHOKLEY,423719104,224760000,160890626.3473,241642522
30-JAN-2026,INE021A01026,ASIAN PAINTS LIMITED,ASIANPAINT,49389162,25066500,14013214.23093,32906489
30-JAN-2026,INE006I01046,ASTRAL LIMITED,ASTRAL,18450534,9101375,6821205.46068175,10706801
30-JAN-2026,INE949L01017,AU SMALL FINANCE BANK LTD,AUBANK,86371921,29424000,21490070.70481,60563254
30-JAN-2026,INE406A01037,AUROBINDO PHARMA LTD,AUROPHARMA,41977935,25905000,20764928.033714,19114110
30-JAN-2026,INE238A01034,AXIS BANK LIMITED,AXISBANK,296371456,100409375,72991419.6838125,208561463
30-JAN-2026,INE917I01010,BAJAJ AUTO LIMITED,BAJAJ-AUTO,15906526,4958100,3424693.69158625,11686506
30-JAN-2026,INE918I01026,BAJAJ FINSERV LTD.,BAJAJFINSV,65701623,19882250,14369051.13303,48047490
30-JAN-2026,INE118A01012,BAJAJ HOLDINGS & INVS LTD,BAJAJHLDNG,5401993,286600,192608.5664895,4939284
30-JAN-2026,INE296A01032,BAJAJ FINANCE LIMITED,BAJFINANCE,317526833,117891000,91819432.479085,209831058
30-JAN-2026,INE545U01014,BANDHAN BANK LIMITED,BANDHANBNK,144289555,139870800,107192133.792124,29882943
30-JAN-2026,INE028A01039,BANK OF BARODA,BANKBARODA,279476623,146984175,92039970.36971525,173462821
30-JAN-2026,INE084A01016,BANK OF INDIA,BANKINDIA,181770921,84266000,52125984.521844,120556390
30-JAN-2026,INE171Z01026,BHARAT DYNAMICS LIMITED,BDL,13786716,10723650,5041990.7775185,8055389
30-JAN-2026,INE263A01024,BHARAT ELECTRONICS LTD,BEL,535778534,234190200,128916653.25987775,380072954
30-JAN-2026,INE465A01025,BHARAT FORGE LTD,BHARATFORG,40107751,9576000,6664800.874745,31437562
30-JAN-2026,INE397D01024,BHARTI AIRTEL LIMITED,BHARTIARTL,367085962,67923100,56086609.4436075,292645054
30-JAN-2026,INE257A01026,BHEL,BHEL,192361942,154704375,81773284.47191375,100970560
30-JAN-2026,INE376G01013,BIOCON LIMITED.,BIOCON,91057772,57960000,40727169.1273,45777714
30-JAN-2026,INE472A01039,BLUE STAR LIMITED,BLUESTARCO,17213286,3539250,2592045.9295795,13760575
