Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Future Equivalent Open Interest, Limit for Next Day
11-AUG-2026,INE545U01014,BANDHAN BANK LIMITED,BANDHANBNK,147442270,220723200,136838424.56462211,No Fresh Positions
11-AUG-2026,INE114A01011,STEEL AUTHORITY OF INDIA,SAIL,216861410,267420600,205291876.8174422,No Fresh Positions
11-AUG-2026,INE466L01038,360 ONE WAM LIMITED,360ONE,51083894,7254500,4254507.86754486,44275191
11-AUG-2026,INE117A01022,ABB INDIA LIMITED,ABB,7946564,5098375,2258082.57863493,5291153
11-AUG-2026,INE674K01013,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,123720921,83752700,42781869.55695488,74753005
11-AUG-2026,INE931S01010,ADANI ENERGY SOLUTION LTD,ADANIENSOL,49139888,26952075,19669032.47926353,27013861
11-AUG-2026,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,49118842,26744877,17709318.69682793,28953581
11-AUG-2026,INE364U01010,ADANI GREEN ENERGY LTD,ADANIGREEN,92816927,43776000,28672626.5542033,59503454
11-AUG-2026,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,110514429,47629675,25256903.70627365,79731803
11-AUG-2026,INE814H01029,ADANI POWER LTD,ADANIPOWER,724360180,255805900,175614203.7931616,512527967
11-AUG-2026,INE540L01014,ALKEM LABORATORIES LTD.,ALKEM,7243069,2398375,1497116.25153293,5383799
11-AUG-2026,INE371P01015,AMBER ENTERPRISES (I) LTD,AMBER,3263764,4300500,1654507.52758902,1446068
11-AUG-2026,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,121709478,113238000,88288562.44892955,27335441
11-AUG-2026,INE732I01021,ANGEL ONE LIMITED,ANGELONE,97286577,78605000,33331608.71541263,59090639
11-AUG-2026,INE702C01027,APL APOLLO TUBES LTD,APLAPOLLO,29883578,10298750,6916021.35493357,21473377
11-AUG-2026,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,15524629,4860125,2652496.14526521,12095901
11-AUG-2026,INE208A01029,ASHOK LEYLAND LTD,ASHOKLEY,423779104,273310000,149474229.65529696,253115919
11-AUG-2026,INE021A01026,ASIAN PAINTS LIMITED,ASIANPAINT,45385909,17425750,9560672.3619113,33555941
11-AUG-2026,INE006I01046,ASTRAL LIMITED,ASTRAL,18447449,11599100,7211571.90348902,10313504
11-AUG-2026,INE949L01017,AU SMALL FINANCE BANK LTD,AUBANK,78124588,37718000,25433255.73123919,48785102
11-AUG-2026,INE406A01037,AUROBINDO PHARMA LTD,AUROPHARMA,41977935,18000400,11357200.47863108,28521837
11-AUG-2026,INE238A01034,AXIS BANK LIMITED,AXISBANK,306812193,127527500,91266938.40818339,200204644
11-AUG-2026,INE917I01010,BAJAJ AUTO LIMITED,BAJAJ-AUTO,12912877,5185575,2148156.34446383,10119076
11-AUG-2026,INE918I01026,BAJAJ FINSERV LTD.,BAJAJFINSV,65885861,22252800,10293836.92710943,52297731
11-AUG-2026,INE118A01012,BAJAJ HOLDINGS & INVS LTD,BAJAJHLDNG,5401993,504225,333646.4433214,4798246
11-AUG-2026,INE296A01032,BAJAJ FINANCE LIMITED,BAJFINANCE,368171395,116847750,70347993.25442722,279414831
11-AUG-2026,INE028A01039,BANK OF BARODA,BANKBARODA,279476623,233163450,145645345.03195183,119857446
11-AUG-2026,INE084A01016,BANK OF INDIA,BANKINDIA,181770921,160378400,93509473.46543128,79172901
11-AUG-2026,INE171Z01026,BHARAT DYNAMICS LIMITED,BDL,13786716,14307625,7229261.7025241,5868118
11-AUG-2026,INE263A01024,BHARAT ELECTRONICS LTD,BEL,465894408,216761025,123709938.45417168,318889749
11-AUG-2026,INE465A01025,BHARAT FORGE LTD,BHARATFORG,40107751,31229000,10347695.8602238,27754667
11-AUG-2026,INE397D01024,BHARTI AIRTEL LIMITED,BHARTIARTL,421856445,87098850,57669906.90570421,343093715
11-AUG-2026,INE257A01026,BHEL,BHEL,218493415,148740375,87764735.20262034,119804009
11-AUG-2026,INE376G01013,BIOCON LIMITED.,BIOCON,108030546,90050000,52953668.58590692,49675350
11-AUG-2026,INE472A01039,BLUE STAR LIMITED,BLUESTARCO,19585168,10992800,5525209.73441772,13080699
11-AUG-2026,INE323A01026,BOSCH LIMITED,BOSCHLTD,1005850,1047600,252267.14057738,703290
11-AUG-2026,INE029A01011,BHARAT PETROLEUM CORP  LT,BPCL,306020745,61922175,42775740.98947511,247943966
11-AUG-2026,INE216A01030,BRITANNIA INDUSTRIES LTD,BRITANNIA,17867310,4433000,2109634.55648471,14864309
11-AUG-2026,INE118H01025,BSE LIMITED,BSE,61182611,27555200,11297376.9860153,46826103
