Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Limit for Next Day
31-OCT-2024,INE769A01020,AARTI INDUSTRIES LTD,AARTIIND,41153022,20333000,18762370
31-OCT-2024,INE117A01022,ABB INDIA LIMITED,ABB,10595418,2422375,7643272
31-OCT-2024,INE358A01014,ABBOTT INDIA LIMITED,ABBOTINDIA,1063050,117680,892217
31-OCT-2024,INE674K01013,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,161899049,122266800,31537296
31-OCT-2024,INE647O01011,ADITYA BIRLA FASHION & RT,ABFRL,94593283,67290600,22573018
31-OCT-2024,INE012A01025,ACC LIMITED,ACC,16266067,7551600,7901163
31-OCT-2024,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,57646033,32452200,22311531
31-OCT-2024,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,147352572,32283200,107701743
31-OCT-2024,INE540L01014,ALKEM LABORATORIES LTD.,ALKEM,10431527,2095800,7814150
31-OCT-2024,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,146089317,52533000,86251851
31-OCT-2024,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,20321409,2043125,17262213
31-OCT-2024,INE438A01022,APOLLO TYRES LTD,APOLLOTYRE,79567108,18327700,57261052
31-OCT-2024,INE208A01029,ASHOK LEYLAND LTD,ASHOKLEY,282419403,119270000,149028432
31-OCT-2024,INE021A01026,ASIAN PAINTS LIMITED,ASIANPAINT,90776680,14488200,71749646
31-OCT-2024,INE006I01046,ASTRAL LIMITED,ASTRAL,24659168,6307629,17118580
31-OCT-2024,INE100A01010,ATUL LTD,ATUL,3228547,1170900,1896219
31-OCT-2024,INE949L01017,AU SMALL FINANCE BANK LTD,AUBANK,114572148,25178000,83665540
31-OCT-2024,INE406A01037,AUROBINDO PHARMA LTD,AUROPHARMA,56484627,14439700,39220695
31-OCT-2024,INE238A01034,AXIS BANK LIMITED,AXISBANK,540643256,70337500,443273593
31-OCT-2024,INE917I01010,BAJAJ AUTO LIMITED,BAJAJ-AUTO,25094277,5389425,18450138
31-OCT-2024,INE918I01026,BAJAJ FINSERV LTD.,BAJAJFINSV,125082805,14113000,104715664
31-OCT-2024,INE296A01024,BAJAJ FINANCE LIMITED,BAJFINANCE,55983400,12091000,41093230
31-OCT-2024,INE787D01026,BALKRISHNA IND. LTD,BALKRISIND,16125398,2060100,13259028
31-OCT-2024,INE545U01014,BANDHAN BANK LIMITED,BANDHANBNK,193370862,131378800,52323518
31-OCT-2024,INE028A01039,BANK OF BARODA,BANKBARODA,372635498,224736525,129267198
31-OCT-2024,INE176A01028,BATA INDIA LTD,BATAINDIA,12812405,4915500,7256284
31-OCT-2024,INE263A01024,BHARAT ELECTRONICS LTD,BEL,714371379,196932150,481720660
31-OCT-2024,INE463A01038,BERGER PAINTS (I) LTD,BERGEPAINT,58313322,10479480,44918175
31-OCT-2024,INE465A01025,BHARAT FORGE LTD,BHARATFORG,50979391,12698000,35732421
