Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Limit for Next Day
15-APR-2025,INE836A01035,BIRLASOFT LIMITED,BSOFT,32732991,27013000,No Fresh Positions
15-APR-2025,INE531E01026,HINDUSTAN COPPER LTD,HINDCOPPER,65482129,63910050,No Fresh Positions
15-APR-2025,INE522D01027,MANAPPURAM FINANCE LTD,MANAPPURAM,109606743,113931000,No Fresh Positions
15-APR-2025,INE139A01034,NATIONAL ALUMINIUM CO LTD,NATIONALUM,178967755,162843750,No Fresh Positions
15-APR-2025,INE769A01020,AARTI INDUSTRIES LTD,AARTIIND,41800237,32315000,7395225
15-APR-2025,INE117A01022,ABB INDIA LIMITED,ABB,10595418,5204125,4861522
15-APR-2025,INE674K01013,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,162341346,93897900,60326378
15-APR-2025,INE647O01011,ADITYA BIRLA FASHION & RT,ABFRL,121576670,69914000,45583836
15-APR-2025,INE012A01025,ACC LIMITED,ACC,16266067,5781600,9671163
15-APR-2025,INE931S01010,ADANI ENERGY SOLUTION LTD,ADANIENSOL,72215231,18031250,50573219
15-APR-2025,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,60081955,29819400,27258457
15-APR-2025,INE364U01010,ADANI GREEN ENERGY LTD,ADANIGREEN,123755903,22641000,94927107
15-APR-2025,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,147352572,36069200,103915743
15-APR-2025,INE540L01014,ALKEM LABORATORIES LTD.,ALKEM,10602135,1208500,8863528
15-APR-2025,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,159683698,44788500,106911013
15-APR-2025,INE732I01013,ANGEL ONE LIMITED,ANGELONE,11629844,8216200,2832151
15-APR-2025,INE702C01027,APL APOLLO TUBES LTD,APLAPOLLO,39789217,6109950,31689806
15-APR-2025,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,20321409,4373750,14931588
15-APR-2025,INE438A01022,APOLLO TYRES LTD,APOLLOTYRE,79567108,17970700,57618052
15-APR-2025,INE208A01029,ASHOK LEYLAND LTD,ASHOKLEY,282439403,110220000,158097432
15-APR-2025,INE021A01026,ASIAN PAINTS LIMITED,ASIANPAINT,90786456,20300200,65946933
15-APR-2025,INE006I01046,ASTRAL LIMITED,ASTRAL,24660712,9024897,14402779
15-APR-2025,INE399L01023,ADANI TOTAL GAS LIMITED,ATGL,55429320,7905000,44752854
15-APR-2025,INE949L01017,AU SMALL FINANCE BANK LTD,AUBANK,114786901,42958000,66089555
15-APR-2025,INE406A01037,AUROBINDO PHARMA LTD,AUROPHARMA,55970580,28018650,25153401
15-APR-2025,INE238A01034,AXIS BANK LIMITED,AXISBANK,546170617,99209375,419652711
15-APR-2025,INE917I01010,BAJAJ AUTO LIMITED,BAJAJ-AUTO,25109848,4964475,18889880
15-APR-2025,INE918I01026,BAJAJ FINSERV LTD.,BAJAJFINSV,125314034,27713000,91335332
15-APR-2025,INE296A01024,BAJAJ FINANCE LIMITED,BAJFINANCE,56041443,16312750,36926620
15-APR-2025,INE787D01026,BALKRISHNA IND. LTD,BALKRISIND,16125398,4379700,10939428
15-APR-2025,INE545U01014,BANDHAN BANK LIMITED,BANDHANBNK,193371093,132370000,51332538
15-APR-2025,INE028A01039,BANK OF BARODA,BANKBARODA,372635498,215022600,138981123
15-APR-2025,INE084A01016,BANK OF INDIA,BANKINDIA,242361229,94999425,135243742
15-APR-2025,INE263A01024,BHARAT ELECTRONICS LTD,BEL,714371379,202746150,475906660
15-APR-2025,INE463A01038,BERGER PAINTS (I) LTD,BERGEPAINT,58320348,12211320,43193010
15-APR-2025,INE465A01025,BHARAT FORGE LTD,BHARATFORG,53479551,21798500,29007073
15-APR-2025,INE397D01024,BHARTI AIRTEL LIMITED,BHARTIARTL,569977208,76273125,465205222
15-APR-2025,INE257A01026,BHEL,BHEL,256482590,140358750,103299710
15-APR-2025,INE376G01013,BIOCON LIMITED.,BIOCON,93979873,46122500,43158379
15-APR-2025,INE323A01026,BOSCH LIMITED,BOSCHLTD,1737683,359925,1290873
15-APR-2025,INE029A01011,BHARAT PETROLEUM CORP  LT,BPCL,408027660,100735200,286891077
15-APR-2025,INE216A01030,BRITANNIA INDUSTRIES LTD,BRITANNIA,23823080,5324900,17307026
15-APR-2025,INE118H01025,BSE LIMITED,BSE,21145594,13124500,6963814
15-APR-2025,INE596I01012,COMPUTER AGE MNGT SER LTD,CAMS,9873151,3333375,6046118
15-APR-2025,INE476A01022,CANARA BANK,CANBK,672420574,444696750,194102795
15-APR-2025,INE736A01011,CENTRAL DEPO SER (I) LTD,CDSL,35530000,27431250,6322250
15-APR-2025,INE486A01021,CESC LTD,CESC,126959974,38545650,82066325
15-APR-2025,INE067A01029,CG POWER AND IND SOL LTD,CGPOWER,128228446,17162200,104654823
15-APR-2025,INE085A01013,CHAMBAL FERTILIZERS LTD,CHAMBLFERT,31728204,23161000,6980793
15-APR-2025,INE121A01024,CHOLAMANDALAM IN & FIN CO,CHOLAFIN,84197504,17751875,62235753
15-APR-2025,INE059A01026,CIPLA LTD,CIPLA,114145063,22428250,86009559
15-APR-2025,INE522F01014,COAL INDIA LTD,COALINDIA,454398477,98382900,333295653
15-APR-2025,INE591G01017,COFORGE LIMITED,COFORGE,13371877,9281625,3421658
15-APR-2025,INE259A01022,COLGATE PALMOLIVE LTD.,COLPAL,26654592,7271075,18050787
15-APR-2025,INE111A01025,CONTAINER CORP OF IND LTD,CONCOR,55081874,28184000,24143780
15-APR-2025,INE299U01018,CROMPT GREA CON ELEC LTD,CROMPTON,128749794,44015400,78296904
15-APR-2025,INE298A01020,CUMMINS INDIA LTD,CUMMINSIND,27165600,5146050,20661270
15-APR-2025,INE136B01020,CYIENT LIMITED,CYIENT,16885463,5053200,10987989
15-APR-2025,INE016A01026,DABUR INDIA LTD,DABUR,119582207,50431250,63171846
15-APR-2025,INE00R701025,DALMIA BHARAT LIMITED,DALBHARAT,16566722,4077975,11660410
15-APR-2025,INE288B01029,DEEPAK NITRITE LTD,DEEPAKNTR,13846910,3836100,9318464
15-APR-2025,INE148O01028,DELHIVERY LIMITED,DELHIVERY,148561682,38562675,102570922
