Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Limit for Next Day
29-SEP-2025,INE976G01028,RBL BANK LIMITED,RBLBANK,121801958,112474375,No Fresh Positions
29-SEP-2025,INE148I01020,SAMMAAN CAPITAL LIMITED,SAMMAANCAP,163102628,203974800,No Fresh Positions
29-SEP-2025,INE466L01038,360 ONE WAM LIMITED,360ONE,73064092,5700000,63710887
29-SEP-2025,INE117A01022,ABB INDIA LIMITED,ABB,10595418,4218375,5847272
29-SEP-2025,INE674K01013,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,163088564,97377200,57556935
29-SEP-2025,INE931S01010,ADANI ENERGY SOLUTION LTD,ADANIENSOL,69209851,27275400,38473958
29-SEP-2025,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,60081955,32533800,24544057
29-SEP-2025,INE364U01010,ADANI GREEN ENERGY LTD,ADANIGREEN,123755903,41510400,76057707
29-SEP-2025,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,147352572,41539225,98445718
29-SEP-2025,INE540L01014,ALKEM LABORATORIES LTD.,ALKEM,11230378,2028250,8640609
29-SEP-2025,INE371P01015,AMBER ENTERPRISES (I) LTD,AMBER,4089938,1802800,2082641
29-SEP-2025,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,159683698,69385050,82314463
29-SEP-2025,INE732I01013,ANGEL ONE LIMITED,ANGELONE,12863513,9947000,2273337
29-SEP-2025,INE702C01027,APL APOLLO TUBES LTD,APLAPOLLO,39789203,11837700,25962042
29-SEP-2025,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,20320057,4475625,14828429
29-SEP-2025,INE208A01029,ASHOK LEYLAND LTD,ASHOKLEY,564878806,273365000,263269865
29-SEP-2025,INE021A01026,ASIAN PAINTS LIMITED,ASIANPAINT,90755647,23848750,62369114
29-SEP-2025,INE006I01046,ASTRAL LIMITED,ASTRAL,24660712,12900450,10527226
29-SEP-2025,INE949L01017,AU SMALL FINANCE BANK LTD,AUBANK,114978915,36660000,72569969
29-SEP-2025,INE406A01037,AUROBINDO PHARMA LTD,AUROPHARMA,55970580,27724400,25447651
29-SEP-2025,INE238A01034,AXIS BANK LIMITED,AXISBANK,550740541,132083750,391119763
29-SEP-2025,INE917I01010,BAJAJ AUTO LIMITED,BAJAJ-AUTO,25095463,6656775,17183914
29-SEP-2025,INE918I01026,BAJAJ FINSERV LTD.,BAJAJFINSV,131319425,27520500,97232953
29-SEP-2025,INE296A01032,BAJAJ FINANCE LIMITED,BAJFINANCE,562232690,124262250,409858805
29-SEP-2025,INE545U01014,BANDHAN BANK LIMITED,BANDHANBNK,190337283,151876800,28943618
29-SEP-2025,INE028A01039,BANK OF BARODA,BANKBARODA,372635498,217377225,136626498
29-SEP-2025,INE084A01016,BANK OF INDIA,BANKINDIA,242361229,104208000,126035167
