Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Future Equivalent Open Interest, Limit for Next Day
23-OCT-2025,INE466L01038,360 ONE WAM LIMITED,360ONE,44660948,7087000,2888583.73525,39539316
23-OCT-2025,INE117A01022,ABB INDIA LIMITED,ABB,7946564,4608125,2423117.8056825,5126117
23-OCT-2025,INE674K01013,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,122316423,110161600,76707625.949441,39492975
23-OCT-2025,INE931S01010,ADANI ENERGY SOLUTION LTD,ADANIENSOL,51907388,24093450,18376352.838316,30935665
23-OCT-2025,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,30040977,26962500,14769617.758589,13769310
23-OCT-2025,INE364U01010,ADANI GREEN ENERGY LTD,ADANIGREEN,61877951,38278800,20962409.502862,37821643
23-OCT-2025,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,73799006,38903450,24817049.86472775,45292005
23-OCT-2025,INE540L01014,ALKEM LABORATORIES LTD.,ALKEM,6130387,2150125,1595851.77930375,4228015
23-OCT-2025,INE371P01015,AMBER ENTERPRISES (I) LTD,AMBER,3067454,1955600,747355.395381,2166725
23-OCT-2025,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,119762774,63834750,42561029.206374,71213606
23-OCT-2025,INE732I01013,ANGEL ONE LIMITED,ANGELONE,9647634,7827750,3339483.9980525,5825768
23-OCT-2025,INE702C01027,APL APOLLO TUBES LTD,APLAPOLLO,27232196,12347650,10094332.37073,15776253
23-OCT-2025,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,15240043,4349750,2851411.30313625,11626629
23-OCT-2025,INE208A01029,ASHOK LEYLAND LTD,ASHOKLEY,409181558,266830000,140004656.1665,248717823
23-OCT-2025,INE021A01026,ASIAN PAINTS LIMITED,ASIANPAINT,52357280,23661250,13023570.642005,36715845
23-OCT-2025,INE006I01046,ASTRAL LIMITED,ASTRAL,18495534,13249800,8505866.66960675,9064890
23-OCT-2025,INE949L01017,AU SMALL FINANCE BANK LTD,AUBANK,86234186,47428000,22159705.14666,59762771
23-OCT-2025,INE406A01037,AUROBINDO PHARMA LTD,AUROPHARMA,41977935,32037500,24338584.869475,15540453
23-OCT-2025,INE238A01034,AXIS BANK LIMITED,AXISBANK,316147681,136678125,84737835.32883125,215602461
23-OCT-2025,INE917I01010,BAJAJ AUTO LIMITED,BAJAJ-AUTO,12547731,5783625,3132151.71615675,8788192
23-OCT-2025,INE918I01026,BAJAJ FINSERV LTD.,BAJAJFINSV,65659712,33335000,20914098.96679,41462627
23-OCT-2025,INE296A01032,BAJAJ FINANCE LIMITED,BAJFINANCE,281116345,133607250,95461679.259655,171598848
23-OCT-2025,INE545U01014,BANDHAN BANK LIMITED,BANDHANBNK,142752962,187279200,101814881.809252,33800432
23-OCT-2025,INE028A01039,BANK OF BARODA,BANKBARODA,257509827,218503350,129282795.6352345,115351540
23-OCT-2025,INE084A01016,BANK OF INDIA,BANKINDIA,181770921,124618000,70805871.305652,101876503
23-OCT-2025,INE171Z01026,BHARAT DYNAMICS LIMITED,BDL,13786716,10162750,4445466.159574,8651914
23-OCT-2025,INE263A01024,BHARAT ELECTRONICS LTD,BEL,535778534,229781250,119775989.6629145,389213617
23-OCT-2025,INE465A01025,BHARAT FORGE LTD,BHARATFORG,35155737,18462500,10036388.50401,23361561
23-OCT-2025,INE397D01024,BHARTI AIRTEL LIMITED,BHARTIARTL,314058656,78907950,52725083.30127175,245630639
23-OCT-2025,INE257A01026,BHEL,BHEL,169029877,108669750,59729684.6220375,100848698
23-OCT-2025,INE376G01013,BIOCON LIMITED.,BIOCON,90981174,70780000,42380125.442675,44051989
23-OCT-2025,INE472A01039,BLUE STAR LIMITED,BLUESTARCO,19584741,3161600,1743829.7950355,16861674
23-OCT-2025,INE323A01026,BOSCH LIMITED,BOSCHLTD,982526,354375,229623.54042275,703776
23-OCT-2025,INE029A01011,BHARAT PETROLEUM CORP  LT,BPCL,281577339,74287650,41669562.95087725,225828909
23-OCT-2025,INE216A01030,BRITANNIA INDUSTRIES LTD,BRITANNIA,13082978,5161000,3643202.4409375,8785626
23-OCT-2025,INE118H01025,BSE LIMITED,BSE,48385387,31027500,12769246.898665,33196870
23-OCT-2025,INE596I01012,COMPUTER AGE MNGT SER LTD,CAMS,7421215,4225200,2317624.560271,4732529
23-OCT-2025,INE476A01022,CANARA BANK,CANBK,504315430,495510750,268207804.85783,210891853
23-OCT-2025,INE736A01011,CENTRAL DEPO SER (I) LTD,CDSL,26647500,19542450,8179739.0612395,17135385
23-OCT-2025,INE067A01029,CG POWER AND IND SOL LTD,CGPOWER,100245792,27086100,15511919.419383,79721582
23-OCT-2025,INE121A01024,CHOLAMANDALAM IN & FIN CO,CHOLAFIN,63212268,24120000,16322253.76919375,43729400
23-OCT-2025,INE059A01026,CIPLA LTD,CIPLA,57073940,33017625,17699727.2066875,36520515
23-OCT-2025,INE522F01014,COAL INDIA LTD,COALINDIA,227199238,118879650,69191716.870778,146647559
23-OCT-2025,INE591G01025,COFORGE LIMITED,COFORGE,50163899,21983250,13150751.1951025,34504952
23-OCT-2025,INE259A01022,COLGATE PALMOLIVE LTD.,COLPAL,19990944,11061675,5329676.8098205,13661719
23-OCT-2025,INE111A01025,CONTAINER CORP OF IND LTD,CONCOR,48077012,46047500,26377484.91995,19295676
23-OCT-2025,INE299U01018,CROMPT GREA CON ELEC LTD,CROMPTON,81400589,83118600,53309788.49964,24020771
23-OCT-2025,INE298A01020,CUMMINS INDIA LTD,CUMMINSIND,20374200,4284200,2728900.93357,16626589
23-OCT-2025,INE136B01020,CYIENT LIMITED,CYIENT,12039544,9254800,4523147.58886325,6914419
23-OCT-2025,INE016A01026,DABUR INDIA LTD,DABUR,89873278,43658750,23999125.1848,61380488
23-OCT-2025,INE00R701025,DALMIA BHARAT LIMITED,DALBHARAT,12425041,5164575,2307746.26375575,9496042
23-OCT-2025,INE148O01028,DELHIVERY LIMITED,DELHIVERY,94196226,37574100,19623368.11952225,69863046
23-OCT-2025,INE361B01024,DIVI S LABORATORIES LTD,DIVISLAB,16353614,5771900,2863400.019154,12672533
23-OCT-2025,INE935N01020,DIXON TECHNO (INDIA) LTD,DIXON,6445442,6341150,1914140.579011,4209029
23-OCT-2025,INE271C01023,DLF LIMITED,DLF,83667734,59699475,36399053.161335,43085294
23-OCT-2025,INE192R01011,AVENUE SUPERMARTS LIMITED,DMART,22136392,11512800,6277437.9786705,14752134
23-OCT-2025,INE089A01031,DR. REDDY S LABORATORIES,DRREDDY,61006521,26905000,14370229.72383125,43585965
23-OCT-2025,INE066A01021,EICHER MOTORS LTD,EICHERMOT,20353850,6997550,3653128.2077295,15683029
23-OCT-2025,INE758T01015,ETERNAL LIMITED,ETERNAL,1361988292,397481750,243956017.0478115,1049932860
23-OCT-2025,INE302A01020,EXIDE INDUSTRIES LTD,EXIDEIND,68856800,57864600,32913402.004988,32500557
23-OCT-2025,INE171A01029,FEDERAL BANK LTD,FEDERALBNK,338654719,261220000,112021364.57995,209700618
23-OCT-2025,INE061F01013,FORTIS HEALTHCARE LTD,FORTIS,62490435,16547800,9073887.7518385,50292025
23-OCT-2025,INE129A01019,GAIL (INDIA) LTD,GAIL,402429848,157314150,92330988.336146,289977367
23-OCT-2025,INE935A01035,GLENMARK PHARMACEUTICALS,GLENMARK,22585180,12372375,8281347.00376125,13174573
23-OCT-2025,INE776C01039,GMR AIRPORTS LIMITED,GMRAIRPORT,534704421,350368200,227028733.91445775,280940466
23-OCT-2025,INE102D01028,GODREJ CONSUMER PRODUCTS,GODREJCP,58001204,18636000,12220295.18379,42880848
23-OCT-2025,INE484J01027,GODREJ PROPERTIES LTD,GODREJPROP,24082879,14584625,8869280.39498125,14009454
23-OCT-2025,INE047A01021,GRASIM INDUSTRIES LTD,GRASIM,38514157,18255500,15298369.84822,21290079
23-OCT-2025,INE066F01020,HINDUSTAN AERONAUTICS LTD,HAL,28450886,17608950,9752636.3167255,17275705
23-OCT-2025,INE176B01034,HAVELLS INDIA LIMITED,HAVELLS,38133766,15293000,9882759.490175,26344318
23-OCT-2025,INE860A01027,HCL TECHNOLOGIES LTD,HCLTECH,145993539,32224850,18917845.60385,119776016
23-OCT-2025,INE127D01025,HDFC AMC LIMITED,HDFCAMC,15259458,5518350,2182298.853389,12314186
23-OCT-2025,INE040A01034,HDFC BANK LTD,HDFCBANK,1329733550,283391900,215335870.093273,1047911002
23-OCT-2025,INE795G01014,HDFC LIFE INS CO LTD,HDFCLIFE,119296253,54930700,33124099.397851,80207340
