Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Future Equivalent Open Interest, Limit for Next Day
13-JAN-2026,INE114A01011,STEEL AUTHORITY OF INDIA,SAIL,216861410,264624100,182914139.735508,No Fresh Positions
13-JAN-2026,INE148I01020,SAMMAAN CAPITAL LIMITED,SAMMAANCAP,122326971,173741500,118275830.856793,No Fresh Positions
13-JAN-2026,INE466L01038,360 ONE WAM LIMITED,360ONE,36943219,4881000,2406043.46328,32690014
13-JAN-2026,INE117A01022,ABB INDIA LIMITED,ABB,7946564,4611000,2350909.97894875,5198325
13-JAN-2026,INE674K01013,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,122657000,121396000,82509312.627984,34014837
13-JAN-2026,INE931S01010,ADANI ENERGY SOLUTION LTD,ADANIENSOL,43791427,24981075,17546682.56320375,24055173
13-JAN-2026,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,49117354,37098231,22188715.30606731,24472770
13-JAN-2026,INE364U01010,ADANI GREEN ENERGY LTD,ADANIGREEN,92816927,37571400,23180635.024006,64995445
13-JAN-2026,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,84394936,38709650,26146308.769426,54028880
13-JAN-2026,INE540L01014,ALKEM LABORATORIES LTD.,ALKEM,7334235,2098500,1469276.4218025,5498246
13-JAN-2026,INE371P01015,AMBER ENTERPRISES (I) LTD,AMBER,3257355,2077000,1046843.697278,2047643
13-JAN-2026,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,79841849,79577400,52757100.0768715,23092656
13-JAN-2026,INE732I01013,ANGEL ONE LIMITED,ANGELONE,9673308,9333000,4223602.796835,4966039
13-JAN-2026,INE702C01027,APL APOLLO TUBES LTD,APLAPOLLO,23068453,12282900,10288965.6479335,11626064
13-JAN-2026,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,15524629,5787000,3304407.274395,11443990
13-JAN-2026,INE208A01029,ASHOK LEYLAND LTD,ASHOKLEY,423719104,294005000,182027411.966,220505736
13-JAN-2026,INE021A01026,ASIAN PAINTS LIMITED,ASIANPAINT,49389162,21219750,13102123.8151725,33817580
13-JAN-2026,INE006I01046,ASTRAL LIMITED,ASTRAL,18450534,11709175,6722407.29328775,10805600
13-JAN-2026,INE949L01017,AU SMALL FINANCE BANK LTD,AUBANK,86371921,32772000,20900499.14805,61152825
13-JAN-2026,INE406A01037,AUROBINDO PHARMA LTD,AUROPHARMA,41977935,32431850,22897082.492715,16981955
13-JAN-2026,INE238A01034,AXIS BANK LIMITED,AXISBANK,296371456,121533750,79178217.58323125,202374665
13-JAN-2026,INE917I01010,BAJAJ AUTO LIMITED,BAJAJ-AUTO,15906526,6323100,3886599.4759255,11224600
13-JAN-2026,INE918I01026,BAJAJ FINSERV LTD.,BAJAJFINSV,65701623,26295000,17790300.6032175,44626241
13-JAN-2026,INE118A01012,BAJAJ HOLDINGS & INVS LTD,BAJAJHLDNG,5401993,596950,214494.8495655,4917398
13-JAN-2026,INE296A01032,BAJAJ FINANCE LIMITED,BAJFINANCE,317526833,151445250,99011699.4645675,202638791
13-JAN-2026,INE545U01014,BANDHAN BANK LIMITED,BANDHANBNK,144289555,200160000,132214108.26992,4860968
13-JAN-2026,INE028A01039,BANK OF BARODA,BANKBARODA,279476623,176283900,81097533.0691945,184405258
13-JAN-2026,INE084A01016,BANK OF INDIA,BANKINDIA,181770921,91686400,52435952.339204,120246422
13-JAN-2026,INE171Z01026,BHARAT DYNAMICS LIMITED,BDL,13786716,12088650,4850408.1571545,8246972
13-JAN-2026,INE263A01024,BHARAT ELECTRONICS LTD,BEL,535778534,219813375,127420484.9027135,381569122
13-JAN-2026,INE465A01025,BHARAT FORGE LTD,BHARATFORG,40107751,13514500,7602028.225005,30500335
13-JAN-2026,INE397D01024,BHARTI AIRTEL LIMITED,BHARTIARTL,367085962,75456125,54026059.93423725,294705603
13-JAN-2026,INE257A01026,BHEL,BHEL,192361942,206191125,82986278.8724625,99757566
13-JAN-2026,INE376G01013,BIOCON LIMITED.,BIOCON,91057772,100930000,51394055.82685,35110827
13-JAN-2026,INE472A01039,BLUE STAR LIMITED,BLUESTARCO,17213286,4009850,2423298.822056,13929322
13-JAN-2026,INE323A01026,BOSCH LIMITED,BOSCHLTD,882048,641825,214478.68675525,623466
13-JAN-2026,INE029A01011,BHARAT PETROLEUM CORP  LT,BPCL,306020745,62133500,31441522.71279425,259278185
13-JAN-2026,INE216A01030,BRITANNIA INDUSTRIES LTD,BRITANNIA,16370935,4644125,3041990.8295725,12510397
13-JAN-2026,INE118H01025,BSE LIMITED,BSE,61094861,25138125,12643580.11835,45396537
13-JAN-2026,INE596I01020,COMPUTER AGE MNGT SER LTD,CAMS,37122288,14675250,7800159.1822425,27466014
13-JAN-2026,INE476A01022,CANARA BANK,CANBK,504315430,332032500,156966488.355075,322133170
13-JAN-2026,INE736A01011,CENTRAL DEPO SER (I) LTD,CDSL,26647500,26139725,11141375.75550775,14173749
13-JAN-2026,INE067A01029,CG POWER AND IND SOL LTD,CGPOWER,103060454,42951350,20278662.193487,77628769
13-JAN-2026,INE121A01024,CHOLAMANDALAM IN & FIN CO,CHOLAFIN,63257923,21959375,13208589.7238625,46886437
13-JAN-2026,INE059A01026,CIPLA LTD,CIPLA,59297360,25642875,14550142.1964375,41782349
13-JAN-2026,INE522F01014,COAL INDIA LTD,COALINDIA,278206904,132740100,60551871.881185,203744686
13-JAN-2026,INE591G01025,COFORGE LIMITED,COFORGE,50189409,29676375,16178936.52449625,31501002
13-JAN-2026,INE259A01022,COLGATE PALMOLIVE LTD.,COLPAL,19546143,11718675,6898422.29070275,11670413
13-JAN-2026,INE111A01025,CONTAINER CORP OF IND LTD,CONCOR,51639257,56046250,32425434.7533,16631859
13-JAN-2026,INE299U01018,CROMPT GREA CON ELEC LTD,CROMPTON,96587231,89409600,56566690.270436,35191179
13-JAN-2026,INE298A01020,CUMMINS INDIA LTD,CUMMINSIND,19131188,7389600,3846087.091456,14328541
13-JAN-2026,INE016A01026,DABUR INDIA LTD,DABUR,89873278,45186250,22439739.499975,62939874
13-JAN-2026,INE00R701025,DALMIA BHARAT LIMITED,DALBHARAT,12425041,4513925,2992926.09828175,8810862
13-JAN-2026,INE148O01028,DELHIVERY LIMITED,DELHIVERY,112112283,36970275,22181900.93848775,84324767
13-JAN-2026,INE361B01024,DIVI S LABORATORIES LTD,DIVISLAB,14898112,5761700,3371732.201238,10781474
13-JAN-2026,INE935N01020,DIXON TECHNO (INDIA) LTD,DIXON,6452220,8380200,3082672.5800985,3046936
13-JAN-2026,INE271C01023,DLF LIMITED,DLF,96058266,88521675,55458752.0695965,35796600
13-JAN-2026,INE192R01011,AVENUE SUPERMARTS LIMITED,DMART,18750186,10813650,5364250.658803,12448426
13-JAN-2026,INE089A01031,DR. REDDY S LABORATORIES,DRREDDY,91531454,25603125,14646433.69686875,72308447
13-JAN-2026,INE066A01021,EICHER MOTORS LTD,EICHERMOT,19199175,5724800,3140814.824736,15098401
13-JAN-2026,INE758T01015,ETERNAL LIMITED,ETERNAL,1251309857,391863025,291708852.7348985,897035511
13-JAN-2026,INE302A01020,EXIDE INDUSTRIES LTD,EXIDEIND,68856800,65147400,33392985.099548,32020974
13-JAN-2026,INE171A01029,FEDERAL BANK LTD,FEDERALBNK,320636733,131285000,65562601.1071,239042295
13-JAN-2026,INE061F01013,FORTIS HEALTHCARE LTD,FORTIS,77949604,17211975,11252618.14109625,62799505
13-JAN-2026,INE129A01019,GAIL (INDIA) LTD,GAIL,435694919,172588500,97378134.7343275,316532038
13-JAN-2026,INE935A01035,GLENMARK PHARMACEUTICALS,GLENMARK,22585180,17367375,11404303.95698375,10051617
13-JAN-2026,INE776C01039,GMR AIRPORTS LIMITED,GMRAIRPORT,534704421,362825550,184689700.37750075,323279499
13-JAN-2026,INE102D01028,GODREJ CONSUMER PRODUCTS,GODREJCP,72031016,12495500,9225922.87423,59203542
13-JAN-2026,INE484J01027,GODREJ PROPERTIES LTD,GODREJPROP,17263909,18611175,10676966.78328225,5723746
13-JAN-2026,INE047A01021,GRASIM INDUSTRIES LTD,GRASIM,38505832,19925750,16755671.04357,19824869
13-JAN-2026,INE066F01020,HINDUSTAN AERONAUTICS LTD,HAL,28450886,18472950,9382241.7894215,17646099
13-JAN-2026,INE176B01034,HAVELLS INDIA LIMITED,HAVELLS,35667502,16358500,9673650.998,24210475
13-JAN-2026,INE860A01027,HCL TECHNOLOGIES LTD,HCLTECH,106857976,34599250,19787901.709278,81727175
13-JAN-2026,INE127D01025,HDFC AMC LIMITED,HDFCAMC,30592324,11162700,7496606.666399,21566101
13-JAN-2026,INE040A01034,HDFC BANK LTD,HDFCBANK,1330694977,354019600,239916329.304719,1024243898
