Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Future Equivalent Open Interest, Limit for Next Day
08-DEC-2025,INE545U01014,BANDHAN BANK LIMITED,BANDHANBNK,142752962,204620400,126656725.253876,No Fresh Positions
08-DEC-2025,INE918Z01012,KAYNES TECHNOLOGY IND LTD,KAYNES,4667784,11868600,3906774.919538,No Fresh Positions
08-DEC-2025,INE148I01020,SAMMAAN CAPITAL LIMITED,SAMMAANCAP,122326971,174713300,109735479.798877,No Fresh Positions
08-DEC-2025,INE466L01038,360 ONE WAM LIMITED,360ONE,44660948,3990000,1760899.529055,40667001
08-DEC-2025,INE117A01022,ABB INDIA LIMITED,ABB,7946564,4174250,2746602.71987625,4802633
08-DEC-2025,INE674K01013,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,122316423,111491500,79562836.538313,36637765
08-DEC-2025,INE931S01010,ADANI ENERGY SOLUTION LTD,ADANIENSOL,51907388,24488325,19406088.22705675,29905930
08-DEC-2025,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,30942206,43513071,21829142.31852155,7565953
08-DEC-2025,INE364U01010,ADANI GREEN ENERGY LTD,ADANIGREEN,61877951,39205200,22374580.047332,36409473
08-DEC-2025,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,73799006,37165425,24711212.54733275,45397843
08-DEC-2025,INE540L01014,ALKEM LABORATORIES LTD.,ALKEM,6130387,1890750,1616167.74941,4207699
08-DEC-2025,INE371P01015,AMBER ENTERPRISES (I) LTD,AMBER,3067454,3198400,1243693.128453,1670388
08-DEC-2025,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,119762774,72109800,49594672.7424735,64179962
08-DEC-2025,INE732I01013,ANGEL ONE LIMITED,ANGELONE,9647634,11004750,4202817.00186,4962435
08-DEC-2025,INE702C01027,APL APOLLO TUBES LTD,APLAPOLLO,27232196,8663200,7198339.751211,18672246
08-DEC-2025,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,15240043,5673500,3299500.2967475,11178540
08-DEC-2025,INE208A01029,ASHOK LEYLAND LTD,ASHOKLEY,409181558,261295000,146522681.6582,242199798
08-DEC-2025,INE021A01026,ASIAN PAINTS LIMITED,ASIANPAINT,52357280,20951500,12078969.997235,37660446
08-DEC-2025,INE006I01046,ASTRAL LIMITED,ASTRAL,18495534,12396400,7641735.9073835,9929021
08-DEC-2025,INE949L01017,AU SMALL FINANCE BANK LTD,AUBANK,86234186,26833000,17028241.39402,64894235
08-DEC-2025,INE406A01037,AUROBINDO PHARMA LTD,AUROPHARMA,41977935,30283550,22886222.360882,16992815
08-DEC-2025,INE238A01034,AXIS BANK LIMITED,AXISBANK,316147681,98418125,75783596.57449375,224556700
08-DEC-2025,INE917I01010,BAJAJ AUTO LIMITED,BAJAJ-AUTO,12547731,6566175,3482386.07478075,8437958
08-DEC-2025,INE918I01026,BAJAJ FINSERV LTD.,BAJAJFINSV,65659712,26965250,19364321.3765175,43012405
08-DEC-2025,INE296A01032,BAJAJ FINANCE LIMITED,BAJFINANCE,281116345,126474750,89470008.288,177590519
08-DEC-2025,INE028A01039,BANK OF BARODA,BANKBARODA,257509827,166613850,90856945.160327,153777390
