Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Limit for Next Day
04-AUG-2025,INE572E01012,PNB HOUSING FIN LTD.,PNBHOUSING,37416542,35839700,No Fresh Positions
04-AUG-2025,INE466L01038,360 ONE WAM LIMITED,360ONE,73064092,6418500,62992387
04-AUG-2025,INE117A01022,ABB INDIA LIMITED,ABB,10595418,5761750,4303897
04-AUG-2025,INE674K01013,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,163088564,91087300,63846835
04-AUG-2025,INE647O01011,ADITYA BIRLA FASHION & RT,ABFRL,121604705,79141400,36383069
04-AUG-2025,INE931S01010,ADANI ENERGY SOLUTION LTD,ADANIENSOL,69209851,24065100,41684258
04-AUG-2025,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,60081955,31032600,26045257
04-AUG-2025,INE364U01010,ADANI GREEN ENERGY LTD,ADANIGREEN,123755903,27103200,90464907
04-AUG-2025,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,147352572,30267950,109716993
04-AUG-2025,INE540L01014,ALKEM LABORATORIES LTD.,ALKEM,11230378,1378625,9290234
04-AUG-2025,INE371P01015,AMBER ENTERPRISES (I) LTD,AMBER,4089938,1014400,2871041
04-AUG-2025,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,159683698,42568050,109131463
04-AUG-2025,INE732I01013,ANGEL ONE LIMITED,ANGELONE,12863513,3793000,8427337
04-AUG-2025,INE702C01027,APL APOLLO TUBES LTD,APLAPOLLO,39789203,7896350,29903392
04-AUG-2025,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,20320057,3273500,16030554
04-AUG-2025,INE208A01029,ASHOK LEYLAND LTD,ASHOKLEY,564878806,111765000,424869865
04-AUG-2025,INE021A01026,ASIAN PAINTS LIMITED,ASIANPAINT,90755647,20602500,65615364
04-AUG-2025,INE006I01046,ASTRAL LIMITED,ASTRAL,24660712,8126000,15301676
04-AUG-2025,INE399L01023,ADANI TOTAL GAS LIMITED,ATGL,55429320,5397875,47259979
04-AUG-2025,INE949L01017,AU SMALL FINANCE BANK LTD,AUBANK,114978915,27362000,81867969
04-AUG-2025,INE406A01037,AUROBINDO PHARMA LTD,AUROPHARMA,55970580,25227950,27944101
04-AUG-2025,INE238A01034,AXIS BANK LIMITED,AXISBANK,550740541,130552500,392651013
04-AUG-2025,INE917I01010,BAJAJ AUTO LIMITED,BAJAJ-AUTO,25095463,3766575,20074114
04-AUG-2025,INE918I01026,BAJAJ FINSERV LTD.,BAJAJFINSV,131319425,24282500,100470953
04-AUG-2025,INE296A01032,BAJAJ FINANCE LIMITED,BAJFINANCE,562232690,124300500,409820555
04-AUG-2025,INE545U01014,BANDHAN BANK LIMITED,BANDHANBNK,190337283,114580800,66239618
04-AUG-2025,INE028A01039,BANK OF BARODA,BANKBARODA,372635498,160772625,193231098
04-AUG-2025,INE084A01016,BANK OF INDIA,BANKINDIA,242361229,90240800,140002367
04-AUG-2025,INE171Z01026,BHARAT DYNAMICS LIMITED,BDL,18382289,6225700,11237474
04-AUG-2025,INE263A01024,BHARAT ELECTRONICS LTD,BEL,714371379,201155850,477496960
04-AUG-2025,INE465A01025,BHARAT FORGE LTD,BHARATFORG,53477001,15007000,35796150
04-AUG-2025,INE397D01024,BHARTI AIRTEL LIMITED,BHARTIARTL,593304654,58928975,504710446
04-AUG-2025,INE257A01026,BHEL,BHEL,256482590,87948000,155710460
04-AUG-2025,INE376G01013,BIOCON LIMITED.,BIOCON,121308233,58317500,56925321
04-AUG-2025,INE472A01039,BLUE STAR LIMITED,BLUESTARCO,26112989,1561625,23245714
04-AUG-2025,INE323A01026,BOSCH LIMITED,BOSCHLTD,1737683,535900,1114898
04-AUG-2025,INE029A01011,BHARAT PETROLEUM CORP  LT,BPCL,408027660,56022850,331603427
04-AUG-2025,INE216A01030,BRITANNIA INDUSTRIES LTD,BRITANNIA,23823080,3699250,18932676
04-AUG-2025,INE118H01025,BSE LIMITED,BSE,64513850,19257000,42031157
04-AUG-2025,INE596I01012,COMPUTER AGE MNGT SER LTD,CAMS,9894953,3670800,5729405
04-AUG-2025,INE476A01022,CANARA BANK,CANBK,672420574,377210250,261589295
04-AUG-2025,INE736A01011,CENTRAL DEPO SER (I) LTD,CDSL,35530000,19807025,13946475
04-AUG-2025,INE486A01021,CESC LTD,CESC,126959974,26056500,94555475
04-AUG-2025,INE067A01029,CG POWER AND IND SOL LTD,CGPOWER,137376663,21629100,108878729
04-AUG-2025,INE121A01024,CHOLAMANDALAM IN & FIN CO,CHOLAFIN,84283024,17191250,62877622
04-AUG-2025,INE059A01026,CIPLA LTD,CIPLA,114147881,16333500,92106986
04-AUG-2025,INE522F01014,COAL INDIA LTD,COALINDIA,454398477,136777950,294900603
04-AUG-2025,INE591G01025,COFORGE LIMITED,COFORGE,66885199,18975375,44565564
04-AUG-2025,INE259A01022,COLGATE PALMOLIVE LTD.,COLPAL,26654592,7960050,17361812
