Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Limit for Next Day
07-OCT-2021,INE476A01014,CANARA BANK,CANBK,134484114,124205400,No Fresh Positions
07-OCT-2021,INE148I01020,INDIABULLS HSG FIN LTD,IBULHSGFIN,68933088,69235400,No Fresh Positions
07-OCT-2021,INE139A01034,NATIONAL ALUMINIUM CO LTD,NATIONALUM,178967755,172907000,No Fresh Positions
07-OCT-2021,INE160A01022,PUNJAB NATIONAL BANK,PNB,591377974,554816000,No Fresh Positions
07-OCT-2021,INE114A01011,STEEL AUTHORITY OF INDIA,SAIL,289139949,269591000,No Fresh Positions
07-OCT-2021,INE769A01020,AARTI INDUSTRIES LTD,AARTIIND,39945878,6009500,31939084
07-OCT-2021,INE358A01014,ABBOTT INDIA LIMITED,ABBOTINDIA,1063050,68950,940947
07-OCT-2021,INE647O01011,ADITYA BIRLA FASHION & RT,ABFRL,66637623,18629000,44676741
07-OCT-2021,INE012A01025,ACC LIMITED,ACC,17078428,4149000,12075506
07-OCT-2021,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,55169320,37170000,15240854
07-OCT-2021,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,147858225,108676250,31789063
07-OCT-2021,INE540L01014,ALKEM LABORATORIES LTD.,ALKEM,9841875,576800,8772981
07-OCT-2021,INE885A01032,AMARA RAJA BATTERIES LTD.,AMARAJABAT,24576009,19195000,4152208
07-OCT-2021,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,145409793,34941000,103198303
07-OCT-2021,INE901L01018,ALEMBIC PHARMA LTD,APLLTD,11999222,3332450,8066810
07-OCT-2021,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,20181931,4466250,14706584
07-OCT-2021,INE438A01022,APOLLO TYRES LTD,APOLLOTYRE,72957920,30072500,39237524
07-OCT-2021,INE208A01029,ASHOK LEYLAND LTD,ASHOKLEY,282181803,114520500,153552212
07-OCT-2021,INE021A01026,ASIAN PAINTS LIMITED,ASIANPAINT,90562627,8090100,77944395
07-OCT-2021,INE006I01046,ASTRAL LIMITED,ASTRAL,17786268,1032075,15864879
07-OCT-2021,INE949L01017,AU SMALL FINANCE BANK LTD,AUBANK,44807534,7223000,35344157
07-OCT-2021,INE406A01037,AUROBINDO PHARMA LTD,AUROPHARMA,56444627,24952200,28670195
07-OCT-2021,INE238A01034,AXIS BANK LIMITED,AXISBANK,527568322,61441200,439748705
07-OCT-2021,INE917I01010,BAJAJ AUTO LIMITED,BAJAJ-AUTO,26795423,5797000,19658651
07-OCT-2021,INE918I01018,BAJAJ FINSERV LTD.,BAJAJFINSV,12426382,1723950,10081112
07-OCT-2021,INE296A01024,BAJAJ FINANCE LIMITED,BAJFINANCE,52829771,7673750,42514532
07-OCT-2021,INE787D01026,BALKRISHNA IND. LTD,BALKRISIND,16124234,2764800,12553222
07-OCT-2021,INE545U01014,BANDHAN BANK LIMITED,BANDHANBNK,193310657,36198000,147447124
07-OCT-2021,INE028A01039,BANK OF BARODA,BANKBARODA,372635498,306083700,47920023
07-OCT-2021,INE176A01028,BATA INDIA LTD,BATAINDIA,12092405,3785650,7702134
07-OCT-2021,INE263A01024,BHARAT ELECTRONICS LTD,BEL,238123793,43297200,182920403
07-OCT-2021,INE463A01038,BERGER PAINTS (I) LTD,BERGEPAINT,48595067,7385400,38779913
07-OCT-2021,INE465A01025,BHARAT FORGE LTD,BHARATFORG,51436398,16791000,32073578
07-OCT-2021,INE397D01024,BHARTI AIRTEL LIMITED,BHARTIARTL,485965844,130416900,331250651
07-OCT-2021,INE257A01026,BHEL,BHEL,256482590,226275000,17383460
07-OCT-2021,INE376G01013,BIOCON LIMITED.,BIOCON,92336958,30150700,57569410
07-OCT-2021,INE323A01026,BOSCH LIMITED,BOSCHLTD,1737683,292800,1357998
07-OCT-2021,INE029A01011,BHARAT PETROLEUM CORP  LT,BPCL,202636795,61378200,131126755
07-OCT-2021,INE216A01030,BRITANNIA INDUSTRIES LTD,BRITANNIA,23823080,2012000,20619926
07-OCT-2021,INE010B01027,CADILA HEALTHCARE LIMITED,CADILAHC,51441633,30998000,17871551
07-OCT-2021,INE477A01020,CAN FIN HOMES LTD,CANFINHOME,18644652,8598525,9113894
07-OCT-2021,INE121A01024,CHOLAMANDALAM IN & FIN CO,CHOLAFIN,79393472,14781250,60642548
07-OCT-2021,INE059A01026,CIPLA LTD,CIPLA,101908925,25318150,71495328
07-OCT-2021,INE522F01014,COAL INDIA LTD,COALINDIA,417418754,146605200,249942616
07-OCT-2021,INE591G01017,COFORGE LIMITED,COFORGE,5365617,1041400,4055936
07-OCT-2021,INE259A01022,COLGATE PALMOLIVE LTD.,COLPAL,26654592,4824400,20497462
07-OCT-2021,INE111A01025,CONTAINER CORP OF IND LTD,CONCOR,55081874,11258289,41069491
07-OCT-2021,INE169A01031,COROMANDEL INTERNTL. LTD,COROMANDEL,24904335,3132500,20526618
07-OCT-2021,INE299U01018,CROMPT GREA CON ELEC LTD,CROMPTON,118035970,2219800,109914371
07-OCT-2021,INE491A01021,CITY UNION BANK LTD,CUB,147764422,16250200,124126000
07-OCT-2021,INE298A01020,CUMMINS INDIA LTD,CUMMINSIND,27165463,4632600,21174589
07-OCT-2021,INE016A01026,DABUR INDIA LTD,DABUR,115396089,18800000,90826284
07-OCT-2021,INE00R701025,DALMIA BHARAT LIMITED,DALBHARAT,16477193,583750,15069583
07-OCT-2021,INE288B01029,DEEPAK NITRITE LTD,DEEPAKNTR,14814614,6448500,7625383
07-OCT-2021,INE124G01033,DELTA CORP LIMITED,DELTACORP,35604699,21505000,12319464
07-OCT-2021,INE361B01024,DIVI'S LABORATORIES LTD,DIVISLAB,25513876,3594800,20643382
07-OCT-2021,INE935N01020,DIXON TECHNO (INDIA) LTD,DIXON,7610955,839375,6391032
07-OCT-2021,INE271C01023,DLF LIMITED,DLF,124016568,63957300,53858439
07-OCT-2021,INE089A01023,DR. REDDY'S LABORATORIES,DRREDDY,24273517,5453625,17606216
07-OCT-2021,INE066A01021,EICHER MOTORS LTD,EICHERMOT,27764830,5960500,20416088
07-OCT-2021,INE042A01014,ESCORTS INDIA LTD,ESCORTS,14081594,11323400,2054114
07-OCT-2021,INE302A01020,EXIDE INDUSTRIES LTD,EXIDEIND,91809066,58028400,29190212
07-OCT-2021,INE171A01029,FEDERAL BANK LTD,FEDERALBNK,393537989,155980000,217881089
07-OCT-2021,INE129A01019,GAIL (INDIA) LTD,GAIL,424621761,103535300,299855372
07-OCT-2021,INE935A01035,GLENMARK PHARMACEUTICALS,GLENMARK,30116493,11838100,16772568
